DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2019/04/26 00:00:00+00,0030,0740,700 SCHUYLER ST     ,MV THEFT,,Motor Vehicle,1492
2019/04/27 00:00:00+00,1830,1830,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1493
2019/04/27 00:00:00+00,1405,1405,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1494
2019/04/27 00:00:00+00,1440,1440,100 MERRIMAN AV     ,LARCENY,,From Motor Vehicle,1495
2019/04/27 00:00:00+00,0005,0005,100 N  COLLINGWOOD AV     ,AGGRAVATED ASSAULT,,N/A,1496
2019/04/27 00:00:00+00,0913,0913,100 RONEY LN     ,BURGLARY,Yes,All Other,1497
2019/04/27 00:00:00+00,1800,1400,1000 N  STATE ST     ,LARCENY,,From Motor Vehicle,1498
2019/04/27 00:00:00+00,2230,2300,1200 N  STATE ST     ,ROBBERY,,All Other,1499
2019/04/27 00:00:00+00,0000,1400,200 COMSTOCK AV     ,LARCENY,,From Motor Vehicle,1500
2019/04/27 00:00:00+00,0243,0243,200 DEWITT ST     ,LARCENY,Yes,From Motor Vehicle,1501
2019/04/27 00:00:00+00,1800,1255,200 S  EDWARDS AV     ,BURGLARY,,From Building,1502
2019/04/27 00:00:00+00,0700,1604,200 W  GENESEE ST     ,LARCENY,,From Building,1503
2019/04/27 00:00:00+00,1750,1753,300 FOBES AV     ,AGGRAVATED ASSAULT,Yes,N/A,1504
2019/04/27 00:00:00+00,0540,0540,300 ROBERTS AV     ,MV THEFT,,Motor Vehicle,1505
2019/04/27 00:00:00+00,1800,1810,3800 S  SALINA ST     ,LARCENY,,Shoplifting,1506
2019/04/27 00:00:00+00,1700,1700,4100 S  SALINA ST     ,LARCENY,,Shoplifting,1507
2019/04/27 00:00:00+00,1526,1542,600 HIGHLAND ST     ,AGGRAVATED ASSAULT,,N/A,1508
2019/04/27 00:00:00+00,2326,2326,900 JAMES ST     ,ROBBERY,Yes,From Motor Vehicle,1509
2019/04/27 00:00:00+00,1600,1830,900 MADISON ST     ,LARCENY,,All Other,1510
2019/04/27 00:00:00+00,2300,1546,900 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,Yes,N/A,1511
2019/04/28 00:00:00+00,1800,1800,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1512
2019/04/28 00:00:00+00,0909,0909,100 KENMORE AV     ,MV THEFT,,Motor Vehicle,1513
2019/04/28 00:00:00+00,2130,1500,100 SEVENTH NORTH ST     ,BURGLARY,,Motor Vehicle,1514
2019/04/28 00:00:00+00,0311,0311,1500 S  STATE ST     ,AGGRAVATED ASSAULT,Yes,N/A,1515
2019/04/28 00:00:00+00,0818,0820,1800 GRANT BLVD   ,LARCENY,,From Building,1516
2019/04/28 00:00:00+00,1800,0700,200 HAWLEY AV     ,BURGLARY,,Of Bicycle,1517
2019/04/28 00:00:00+00,0925,0925,200 KIMBER AV     ,AGGRAVATED ASSAULT,,N/A,1518
2019/04/28 00:00:00+00,1240,1243,200 MARKLAND AV     ,AGGRAVATED ASSAULT,Yes,N/A,1519
2019/04/28 00:00:00+00,0800,0800,2900 GRANT BLVD   ,LARCENY,,All Other,1520
2019/04/28 00:00:00+00,1800,1200,300 E  BRIGHTON AV     ,LARCENY,Yes,From Motor Vehicle,1521
2019/04/28 00:00:00+00,0234,0352,300 OSTROM AV     ,LARCENY,,From Motor Vehicle,1522
2019/04/28 00:00:00+00,0200,2000,400 UNIVERSITY AV     ,LARCENY,,All Other,1523
2019/04/28 00:00:00+00,1245,1250,4000 S  SALINA ST     ,LARCENY,,All Other,1524
2019/04/28 00:00:00+00,1733,1733,500 ROBERTS AV     ,BURGLARY,,N/A,1525
2019/04/28 00:00:00+00,0700,1430,700 S  CROUSE AV     ,LARCENY,,From Motor Vehicle,1526
2019/04/29 00:00:00+00,1200,1200,100 FAIRFIELD AV     ,LARCENY,,All Other,1527
2019/04/29 00:00:00+00,1500,1500,100 GREENLAND DR     ,LARCENY,,All Other,1528
2019/04/29 00:00:00+00,1015,1015,100 LAFAYETTE RD     ,LARCENY,,From Building,1529
2019/04/29 00:00:00+00,1830,0600,100 PATTISON ST     ,LARCENY,,Motor Vehicle,1530
2019/04/29 00:00:00+00,1710,1845,100 W  JEFFERSON ST     ,LARCENY,,From Motor Vehicle,1531
2019/04/29 00:00:00+00,1913,1913,1100 E  GENESEE ST     ,LARCENY,,,1532
2019/04/29 00:00:00+00,0800,0800,1200 MILTON AV     ,BURGLARY,,From Building,1533
2019/04/29 00:00:00+00,0400,0400,1200 TEALL AV     ,LARCENY,,From Motor Vehicle,1534
2019/04/29 00:00:00+00,1220,1500,1300 BUTTERNUT ST     ,LARCENY,,From Mailbox,1535
2019/04/29 00:00:00+00,2000,0730,200 DEWITT ST     ,LARCENY,,From Motor Vehicle,1536
2019/04/29 00:00:00+00,1630,1635,2100 BRIGHTON PL     ,LARCENY,,From Building,1537
2019/04/29 00:00:00+00,1248,1248,300 S  SALINA ST     ,LARCENY,,From Building,1538
2019/04/29 00:00:00+00,1600,0630,300 S  WARREN ST     ,LARCENY,,From Motor Vehicle,1539
2019/04/29 00:00:00+00,0000,1345,300 TURTLE ST     ,LARCENY,,All Other,1540
2019/04/29 00:00:00+00,0935,0935,600 BUTTERNUT ST     ,LARCENY,,Shoplifting,1541
2019/04/29 00:00:00+00,1200,1200,900 S  TOWNSEND ST     ,LARCENY,,From Motor Vehicle,1542
2019/04/30 00:00:00+00,1800,1641,100 ANGELOU TER    ,LARCENY,,From Motor Vehicle,1543
2019/04/30 00:00:00+00,1900,0750,100 AVOCA ST     ,LARCENY,,From Motor Vehicle,1544
2019/04/30 00:00:00+00,0118,0118,100 CROUSE DR     ,BURGLARY,,From Building,1545
2019/04/30 00:00:00+00,1356,1356,100 MARKLAND AV     ,LARCENY,,All Other,1546
2019/04/30 00:00:00+00,1200,1200,1100 MADISON ST     ,LARCENY,,All Other,1547
2019/04/30 00:00:00+00,1045,1047,1700 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,Yes,N/A,1548
2019/04/30 00:00:00+00,1800,1400,200 SEWARD ST     ,LARCENY,,From Motor Vehicle,1549
2019/04/30 00:00:00+00,2130,2130,200 WAVERLY AV     ,LARCENY,,From Building,1550
2019/04/30 00:00:00+00,0300,0300,2400 S  STATE ST     ,LARCENY,,From Motor Vehicle,1551
2019/04/30 00:00:00+00,0425,0425,300 HERKIMER ST     ,BURGLARY,,From Building,1552
2019/04/30 00:00:00+00,2000,2000,400 BUTTERNUT ST     ,LARCENY,Yes,From Building,1553
2019/04/30 00:00:00+00,1100,1100,400 SMITH ST     ,BURGLARY,Yes,From Building,1554
2019/04/30 00:00:00+00,1347,1347,500 BUTTERNUT ST     ,LARCENY,,All Other,1555
2019/04/30 00:00:00+00,0900,0900,600 PARK AV     ,LARCENY,,From Building,1556
2019/04/30 00:00:00+00,2000,0950,700 BEAR ST     ,MV THEFT,,Motor Vehicle,1557
2019/04/30 00:00:00+00,1400,2140,700 E  BRIGHTON AV     ,LARCENY,,All Other,1558
2019/04/30 00:00:00+00,2155,2155,700 OSWEGO ST     ,ROBBERY,,All Other,1559
2019/05/01 00:00:00+00,2139,2139,1 DESTINY USA DR,LARCENY,,Purse Snatch,1560
2019/05/01 00:00:00+00,1435,1435,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1561
2019/05/01 00:00:00+00,1251,1255,1 DESTINY USA DR,LARCENY,,Shoplifting,1562
2019/05/01 00:00:00+00,1009,1009,1 DESTINY USA DR,LARCENY,,From Building,1563
2019/05/01 00:00:00+00,1430,1530,1 DESTINY USA DR,LARCENY,,All Other,1564
2019/05/01 00:00:00+00,1350,1350,100 MARKLAND AV     ,LARCENY,Yes,N/A,1565
2019/05/01 00:00:00+00,1200,2200,100 OAKWOOD AV     ,LARCENY,,All Other,1566
2019/05/01 00:00:00+00,1828,2000,100 SEELEY RD     ,LARCENY,,All Other,1567
2019/05/01 00:00:00+00,1010,0800,100 WHITTIER AV     ,AGGRAVATED ASSAULT,Yes,N/A,1568
2019/05/01 00:00:00+00,2150,2150,1000 N  TOWNSEND ST     ,LARCENY,,All Other,1569
2019/05/01 00:00:00+00,1745,1745,1200 SOUTH AV     ,LARCENY,,Of MV Parts/Accessories,1570
2019/05/01 00:00:00+00,1730,1730,300 ASH ST     ,LARCENY,Yes,From Building,1571
2019/05/01 00:00:00+00,0900,1030,300 W  FAYETTE ST     ,LARCENY,,From Motor Vehicle,1572
2019/05/01 00:00:00+00,1000,1156,400 DURSTON AV     ,LARCENY,,From Building,1573
2019/05/01 00:00:00+00,1433,1433,500 BUTTERNUT ST     ,LARCENY,,Shoplifting,1574
2019/05/01 00:00:00+00,1807,1808,500 BUTTERNUT ST     ,LARCENY,,All Other,1575
2019/05/01 00:00:00+00,1230,1230,500 S  CLINTON ST     ,ROBBERY,,Pocket Picking,1576
2019/05/01 00:00:00+00,1140,1500,500 S  WEST ST     ,LARCENY,,Of Bicycle,1577
2019/05/01 00:00:00+00,2027,2027,700 CATHERINE ST     ,LARCENY,,All Other,1578
2019/05/02 00:00:00+00,1123,1123,1 DESTINY USA DR,LARCENY,,Shoplifting,1579
2019/05/02 00:00:00+00,2030,2030,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1580
2019/05/02 00:00:00+00,1900,1900,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1581
2019/05/02 00:00:00+00,2002,2002,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1582
2019/05/02 00:00:00+00,1152,1152,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1583
2019/05/02 00:00:00+00,1200,1200,100 E  JEFFERSON ST     ,LARCENY,,All Other,1584
2019/05/02 00:00:00+00,0330,1800,100 FENTON ST     ,AGGRAVATED ASSAULT,Yes,N/A,1585
2019/05/02 00:00:00+00,2100,2100,100 LAKEVIEW AV     ,LARCENY,Yes,All Other,1586
2019/05/02 00:00:00+00,2100,1000,100 LAWRENCE ST     ,LARCENY,,From Motor Vehicle,1587
2019/05/02 00:00:00+00,0800,1500,100 PAUL AV     ,LARCENY,,All Other,1588
2019/05/02 00:00:00+00,0628,0628,100 S  CARBON ST     ,BURGLARY,,From Building,1589
2019/05/02 00:00:00+00,1600,0430,1300 BUTTERNUT ST     ,MV THEFT,,Motor Vehicle,1590
2019/05/02 00:00:00+00,2100,1631,1600 COURT ST     ,MV THEFT,Yes,From Motor Vehicle,1591
2019/05/02 00:00:00+00,0900,0900,200 E  JEFFERSON ST     ,LARCENY,,All Other,1592
2019/05/02 00:00:00+00,1430,1430,2000 E  FAYETTE ST     ,LARCENY,Yes,Shoplifting,1593
2019/05/02 00:00:00+00,1531,1016,300 UNIVERSITY PL     ,LARCENY,,All Other,1594
2019/05/02 00:00:00+00,0315,0315,300 W  FAYETTE ST     ,LARCENY,,From Motor Vehicle,1595
2019/05/02 00:00:00+00,1200,1500,400 S  WARREN ST     ,LARCENY,,From Motor Vehicle,1596
2019/05/02 00:00:00+00,1400,1400,800 DANFORTH ST     ,LARCENY,,All Other,1597
2019/05/02 00:00:00+00,0048,0048,800 JAMES ST     ,MV THEFT,,Motor Vehicle,1598
2019/05/02 00:00:00+00,2200,2150,900 N  STATE ST     ,BURGLARY,,From Building,1599
2019/05/03 00:00:00+00,2145,2300,1 DESTINY USA DR,LARCENY,,All Other,1600
2019/05/03 00:00:00+00,1325,1325,100 REMINGTON AV     ,LARCENY,,From Mailbox,1601
2019/05/03 00:00:00+00,1400,1430,100 S  MIDLER AV     ,BURGLARY,,Of Bicycle,1602
2019/05/03 00:00:00+00,1945,1945,100 SIMON DR     ,LARCENY,,From Motor Vehicle,1603
2019/05/03 00:00:00+00,0850,0856,100 W  CALTHROP AV     ,AGGRAVATED ASSAULT,Yes,N/A,1604
2019/05/03 00:00:00+00,2242,2242,200 ENGLEWOOD AV     ,LARCENY,,From Motor Vehicle,1605
2019/05/03 00:00:00+00,0900,1215,200 HAZELWOOD AV     ,BURGLARY,,Motor Vehicle,1606
2019/05/03 00:00:00+00,1800,1000,200 LEON ST     ,BURGLARY,,From Building,1607
2019/05/03 00:00:00+00,1200,0715,200 WALNUT PL     ,LARCENY,,All Other,1608
2019/05/03 00:00:00+00,0730,0800,2600 JAMES ST     ,ROBBERY,,From Building,1609
2019/05/03 00:00:00+00,1730,2200,300 HIAWATHA BLVD   ,LARCENY,,From Motor Vehicle,1610
2019/05/03 00:00:00+00,0100,1640,3200 JAMES ST     ,BURGLARY,,All Other,1611
2019/05/03 00:00:00+00,1946,1946,500 BUTTERNUT ST     ,LARCENY,,All Other,1612
2019/05/03 00:00:00+00,0000,2359,500 S  STATE ST     ,LARCENY,,All Other,1613
2019/05/03 00:00:00+00,1415,1415,600 ROBINSON ST     ,AGGRAVATED ASSAULT,Yes,N/A,1614
2019/05/03 00:00:00+00,1230,1240,600 SECOND NORTH ST     ,MV THEFT,Yes,Motor Vehicle,1615
2019/05/03 00:00:00+00,2009,2009,700 FIRST NORTH ST     ,LARCENY,Yes,Shoplifting,1616
2019/05/03 00:00:00+00,0300,0400,700 HAMILTON ST     ,LARCENY,,From Motor Vehicle,1617
2019/05/04 00:00:00+00,2100,0900,0 CENTENNIAL DR     ,LARCENY,,From Motor Vehicle,1618
2019/05/04 00:00:00+00,1521,1523,0 PARK ST     ,LARCENY,,From Motor Vehicle,1619
2019/05/04 00:00:00+00,0400,1600,100 ONONDAGA ST     ,LARCENY,,All Other,1620
2019/05/04 00:00:00+00,1530,0100,100 SHONNARD ST     ,LARCENY,,From Motor Vehicle,1621
2019/05/04 00:00:00+00,1800,1800,200 RICHFIELD AV     ,MV THEFT,Yes,Motor Vehicle,1622
2019/05/04 00:00:00+00,0350,0350,200 W  LAFAYETTE AV     ,AGGRAVATED ASSAULT,Yes,N/A,1623
2019/05/04 00:00:00+00,0623,0623,200 W  OSTRANDER AV     ,AGGRAVATED ASSAULT,Yes,N/A,1624
2019/05/04 00:00:00+00,1445,1445,2500 ERIE BLVD E ,LARCENY,Yes,Shoplifting,1625
2019/05/04 00:00:00+00,0700,1200,300 MARTIN ST     ,BURGLARY,,From Building,1626
2019/05/04 00:00:00+00,1201,1955,300 W  NEWELL ST     ,AGGRAVATED ASSAULT,,N/A,1627
2019/05/04 00:00:00+00,0100,0100,300 WALNUT PL     ,AGGRAVATED ASSAULT,,N/A,1628
2019/05/04 00:00:00+00,2000,2000,600 BUTTERNUT ST     ,AGGRAVATED ASSAULT,,N/A,1629
2019/05/05 00:00:00+00,1727,1727,1 DESTINY USA DR,LARCENY,,All Other,1630
2019/05/05 00:00:00+00,2238,2238,1 DESTINY USA DR,LARCENY,,Shoplifting,1631
2019/05/05 00:00:00+00,1432,1432,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,1632
2019/05/05 00:00:00+00,1600,1800,100 BURNET AV     ,BURGLARY,,From Building,1633
2019/05/05 00:00:00+00,0000,0000,100 KENSINGTON PL     ,LARCENY,,Of Bicycle,1634
2019/05/05 00:00:00+00,2105,2105,100 MARY ST     ,AGGRAVATED ASSAULT,,N/A,1635
2019/05/05 00:00:00+00,2130,2155,200 HARTSON ST     ,BURGLARY,,From Building,1636
2019/05/05 00:00:00+00,2200,0800,200 KENSINGTON PL     ,LARCENY,,From Motor Vehicle,1637
2019/05/05 00:00:00+00,1917,1917,200 VILLAGE DR     ,AGGRAVATED ASSAULT,Yes,N/A,1638
2019/05/05 00:00:00+00,2100,1200,2200 GRANT BLVD   ,LARCENY,,From Building,1639
2019/05/05 00:00:00+00,1101,1101,300 E  BRIGHTON AV     ,LARCENY,,All Other,1640
2019/05/05 00:00:00+00,1000,1000,3000 MIDLAND AV     ,LARCENY,,All Other,1641
2019/05/05 00:00:00+00,2220,2220,400 BURDICK AV     ,AGGRAVATED ASSAULT,Yes,N/A,1642
2019/05/05 00:00:00+00,0200,1250,400 WYOMING ST     ,BURGLARY,,N/A,1643
2019/05/05 00:00:00+00,0250,1500,500 BEAR ST     ,LARCENY,,From Building,1644
2019/05/05 00:00:00+00,0045,0045,500 S  CROUSE AV     ,LARCENY,,N/A,1645
2019/05/05 00:00:00+00,1900,1900,600 BUTTERNUT ST     ,LARCENY,,From Building,1646
2019/05/05 00:00:00+00,1045,1130,600 CRADDOCK ST     ,LARCENY,,All Other,1647
2019/05/05 00:00:00+00,2020,2020,600 N  MCBRIDE ST     ,BURGLARY,,From Building,1648
2019/05/05 00:00:00+00,2246,2246,700 N  ALVORD ST     ,AGGRAVATED ASSAULT,Yes,,1649
2019/05/05 00:00:00+00,0810,0810,700 POND ST     ,AGGRAVATED ASSAULT,Yes,N/A,1650
2019/05/05 00:00:00+00,2234,2234,900 KIRKPATRICK ST     ,AGGRAVATED ASSAULT,,N/A,1651
2019/05/05 00:00:00+00,0532,0532,900 W  GENESEE ST     ,MV THEFT,,Motor Vehicle,1652
2019/05/06 00:00:00+00,1115,1115,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1653
2019/05/06 00:00:00+00,2330,2336,100 BEARD PL     ,AGGRAVATED ASSAULT,Yes,N/A,1654
2019/05/06 00:00:00+00,0800,1900,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1655
2019/05/06 00:00:00+00,1200,1200,1000 N  TOWNSEND ST     ,LARCENY,,All Other,1656
2019/05/06 00:00:00+00,1115,2200,1500 MIDLAND AV     ,BURGLARY,,From Building,1657
2019/05/06 00:00:00+00,0228,0303,1700 W  ONONDAGA ST     ,BURGLARY,,From Building,1658
2019/05/06 00:00:00+00,2000,0830,200 S  MIDLER AV     ,LARCENY,,From Motor Vehicle,1659
2019/05/06 00:00:00+00,2315,2354,300 E  BRIGHTON AV     ,LARCENY,Yes,All Other,1660
2019/05/06 00:00:00+00,1145,1145,400 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,1661
2019/05/06 00:00:00+00,1230,1930,700 E  GENESEE ST     ,LARCENY,,All Other,1662
2019/05/06 00:00:00+00,1500,0600,800 ERIE BLVD W ,BURGLARY,,From Building,1663
2019/05/06 00:00:00+00,1700,1855,900 MADISON ST     ,LARCENY,,From Motor Vehicle,1664
2019/05/06 00:00:00+00,1706,1706,900 S  SALINA ST     ,LARCENY,Yes,Shoplifting,1665
2019/05/07 00:00:00+00,1012,1013,0 UNIVERSITY PL     ,LARCENY,,All Other,1666
2019/05/07 00:00:00+00,1900,0800,100 BERKELEY DR     ,LARCENY,,From Motor Vehicle,1667
2019/05/07 00:00:00+00,0240,0250,100 DICKERSON ST     ,LARCENY,,All Other,1668
2019/05/07 00:00:00+00,0645,0900,100 GLAHN AV     ,MV THEFT,Yes,Motor Vehicle,1669
2019/05/07 00:00:00+00,1357,1357,100 HOLLAND ST     ,BURGLARY,Yes,From Building,1670
2019/05/07 00:00:00+00,1200,1200,100 LEXINGTON AV     ,LARCENY,,All Other,1671
2019/05/07 00:00:00+00,0600,1815,100 MARK AV     ,LARCENY,,From Building,1672
2019/05/07 00:00:00+00,1752,1752,100 POLK ST     ,AGGRAVATED ASSAULT,Yes,N/A,1673
2019/05/07 00:00:00+00,0200,0455,100 TERRACE RD     ,LARCENY,,From Motor Vehicle,1674
2019/05/07 00:00:00+00,0900,0900,1000 COL EILEEN COLLINS BLVD   ,LARCENY,,From Motor Vehicle,1675
2019/05/07 00:00:00+00,1700,1800,2000 E  GENESEE ST     ,MV THEFT,,Motor Vehicle,1676
2019/05/07 00:00:00+00,1330,1330,400 BUTTERNUT ST     ,LARCENY,,Shoplifting,1677
2019/05/07 00:00:00+00,0923,1800,400 SUNNYCREST RD     ,LARCENY,,From Building,1678
2019/05/07 00:00:00+00,1400,1400,400 W  FAYETTE ST     ,LARCENY,,All Other,1679
2019/05/07 00:00:00+00,1810,1210,500 BRYANT AV     ,LARCENY,,From Motor Vehicle,1680
2019/05/07 00:00:00+00,1715,1514,500 S  SALINA ST     ,LARCENY,,From Motor Vehicle,1681
2019/05/07 00:00:00+00,0300,0600,700 PARK ST     ,MV THEFT,,Motor Vehicle,1682
2019/05/07 00:00:00+00,2100,0630,900 COMSTOCK AV     ,BURGLARY,,From Building,1683
2019/05/07 00:00:00+00,1100,0000,900 LANCASTER AV     ,BURGLARY,,From Building,1684
2019/05/08 00:00:00+00,2102,2102,1 DESTINY USA DR,LARCENY,,Purse Snatch,1685
2019/05/08 00:00:00+00,1446,1446,1 DESTINY USA DR,LARCENY,,Shoplifting,1686
2019/05/08 00:00:00+00,1410,1410,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1687
2019/05/08 00:00:00+00,0335,0335,100 KENSINGTON RD     ,BURGLARY,,N/A,1688
2019/05/08 00:00:00+00,1330,1330,100 MATHER ST     ,LARCENY,,All Other,1689
2019/05/08 00:00:00+00,1500,1500,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1690
2019/05/08 00:00:00+00,1745,1900,1000 COL EILEEN COLLINS BLVD   ,LARCENY,,From Motor Vehicle,1691
2019/05/08 00:00:00+00,2244,2244,1900 E  FAYETTE ST     ,AGGRAVATED ASSAULT,Yes,,1692
2019/05/08 00:00:00+00,1700,1700,200 WEBSTER AV     ,AGGRAVATED ASSAULT,,N/A,1693
2019/05/08 00:00:00+00,1444,1800,2100 BRIGHTON PL     ,LARCENY,,From Building,1694
2019/05/08 00:00:00+00,0445,0445,2400 GRANT BLVD   ,BURGLARY,,All Other,1695
2019/05/08 00:00:00+00,0000,0319,2900 JAMES ST     ,BURGLARY,,From Building,1696
2019/05/08 00:00:00+00,1800,1838,300 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,N/A,1697
2019/05/08 00:00:00+00,0130,0730,300 WALNUT PL     ,BURGLARY,,From Coin Operated Machine/Device,1698
2019/05/08 00:00:00+00,1822,1822,400 IVY RIDGE RD     ,AGGRAVATED ASSAULT,Yes,,1699
2019/05/08 00:00:00+00,1716,1716,4100 S  SALINA ST     ,LARCENY,,Shoplifting,1700
2019/05/08 00:00:00+00,0225,0225,700 GRANT BLVD   ,BURGLARY,,N/A,1701
2019/05/08 00:00:00+00,1200,1200,700 W  GENESEE ST     ,LARCENY,Yes,Motor Vehicle,1702
2019/05/09 00:00:00+00,1555,1555,0 WALSH CIR    ,LARCENY,,All Other,1703
2019/05/09 00:00:00+00,1920,1210,1 DESTINY USA DR,LARCENY,,Shoplifting,1704
2019/05/09 00:00:00+00,2330,2335,1000 BELLEVUE AV     ,AGGRAVATED ASSAULT,Yes,N/A,1705
2019/05/09 00:00:00+00,2000,0918,1100 N  TOWNSEND ST     ,LARCENY,,All Other,1706
2019/05/09 00:00:00+00,1245,1300,1300 N  SALINA ST     ,LARCENY,,From Motor Vehicle,1707
2019/05/09 00:00:00+00,1800,2000,200 E  KENNEDY ST     ,AGGRAVATED ASSAULT,,N/A,1708
2019/05/09 00:00:00+00,1221,1230,2400 JAMES ST     ,LARCENY,,From Motor Vehicle,1709
2019/05/09 00:00:00+00,1700,1800,2600 S  SALINA ST     ,LARCENY,,All Other,1710
2019/05/09 00:00:00+00,2345,2345,300 ELM ST     ,MV THEFT,Yes,Motor Vehicle,1711
2019/05/09 00:00:00+00,1940,0900,400 ROBERTS AV     ,LARCENY,,From Motor Vehicle,1712
2019/05/09 00:00:00+00,2200,1245,700 COMSTOCK AV     ,LARCENY,,From Motor Vehicle,1713
2019/05/09 00:00:00+00,0306,0306,800 WALNUT AV     ,BURGLARY,,N/A,1714
2019/05/09 00:00:00+00,0300,0300,800 WALNUT AV     ,BURGLARY,,N/A,1715
2019/05/09 00:00:00+00,1715,1715,900 S  SALINA ST     ,LARCENY,Yes,Shoplifting,1716
2019/05/10 00:00:00+00,1800,1800,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1717
2019/05/10 00:00:00+00,1218,1218,1 DESTINY USA DR,LARCENY,,Shoplifting,1718
2019/05/10 00:00:00+00,1700,2000,100 DICKERSON ST     ,LARCENY,,All Other,1719
2019/05/10 00:00:00+00,2215,2215,100 E  WASHINGTON ST     ,MV THEFT,,Motor Vehicle,1720
2019/05/10 00:00:00+00,1400,1500,100 JAMES ST     ,LARCENY,,All Other,1721
2019/05/10 00:00:00+00,2215,2222,200 ASHDALE AV     ,BURGLARY,Yes,All Other,1722
2019/05/10 00:00:00+00,1400,1400,200 CLEVELAND AV     ,LARCENY,,From Motor Vehicle,1723
2019/05/10 00:00:00+00,1643,1643,300 POND ST     ,AGGRAVATED ASSAULT,Yes,N/A,1724
2019/05/10 00:00:00+00,0300,1400,400 SLOCUM HEIGHTS DR     ,BURGLARY,,From Building,1725
2019/05/10 00:00:00+00,1400,1400,4400 S  SALINA ST     ,LARCENY,,All Other,1726
2019/05/10 00:00:00+00,0118,0118,600 N  SALINA ST     ,AGGRAVATED ASSAULT,,N/A,1727
2019/05/10 00:00:00+00,0900,1130,800 MEADOWBROOK DR     ,LARCENY,,All Other,1728
2019/05/11 00:00:00+00,1100,1100,1 DESTINY USA DR,LARCENY,,All Other,1729
2019/05/11 00:00:00+00,0830,0830,100 DAVIS ST     ,LARCENY,,From Motor Vehicle,1730
2019/05/11 00:00:00+00,1130,1508,100 SOUTH AV     ,BURGLARY,,From Building,1731
2019/05/11 00:00:00+00,1100,1230,100 STRATFORD ST     ,LARCENY,,From Building,1732
2019/05/11 00:00:00+00,1800,1800,1200 S  GEDDES ST     ,BURGLARY,,From Building,1733
2019/05/11 00:00:00+00,2015,2015,1600 ERIE BLVD E ,LARCENY,,All Other,1734
2019/05/11 00:00:00+00,1300,0400,200 DEWITT ST     ,BURGLARY,Yes,Motor Vehicle,1735
2019/05/11 00:00:00+00,0800,1330,200 N  STATE ST     ,LARCENY,,All Other,1736
2019/05/11 00:00:00+00,1305,1305,2000 ERIE BLVD E ,LARCENY,,All Other,1737
2019/05/11 00:00:00+00,1733,1733,300 S  SALINA ST     ,LARCENY,Yes,Shoplifting,1738
2019/05/11 00:00:00+00,1930,1930,300 W  NEWELL ST     ,AGGRAVATED ASSAULT,Yes,N/A,1739
2019/05/11 00:00:00+00,2300,0030,300 WALNUT PL     ,BURGLARY,,From Building,1740
2019/05/11 00:00:00+00,1330,1340,400 BUTTERNUT ST     ,LARCENY,Yes,All Other,1741
2019/05/11 00:00:00+00,0000,0800,800 ACKERMAN AV     ,LARCENY,,From Motor Vehicle,1742
2019/05/12 00:00:00+00,1600,1600,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,1743
2019/05/12 00:00:00+00,0945,1000,1 DESTINY USA DR,LARCENY,Yes,All Other,1744
2019/05/12 00:00:00+00,0940,0950,100 E  KENNEDY ST     ,LARCENY,Yes,From Building,1745
2019/05/12 00:00:00+00,1913,1913,100 HOEFLER ST     ,MV THEFT,,Motor Vehicle,1746
2019/05/12 00:00:00+00,1900,1130,1000 JAMES ST     ,LARCENY,,From Motor Vehicle,1747
2019/05/12 00:00:00+00,1945,1848,1000 TEALL AV     ,AGGRAVATED ASSAULT,Yes,N/A,1748
2019/05/12 00:00:00+00,2104,0350,1300 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,Yes,N/A,1749
2019/05/12 00:00:00+00,0114,0140,1700 W  ONONDAGA ST     ,BURGLARY,,N/A,1750
2019/05/12 00:00:00+00,2200,0900,200 COMSTOCK AV     ,LARCENY,,From Motor Vehicle,1751
2019/05/12 00:00:00+00,1230,1630,200 COMSTOCK AV     ,LARCENY,,All Other,1752
2019/05/12 00:00:00+00,0000,1730,2800 E  GENESEE ST     ,LARCENY,,From Motor Vehicle,1753
2019/05/12 00:00:00+00,0300,0100,300 HIGHLAND AV     ,MV THEFT,,Motor Vehicle,1754
2019/05/12 00:00:00+00,1229,1229,400 W  OSTRANDER AV     ,AGGRAVATED ASSAULT,Yes,N/A,1755
