DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,Arrest,LarcenyCode,FID
2017/04/07 04:00:00+00,1055,2000,2600 ERIE BLVD E ,LARCENY, ,,All Other,278
2017/02/14 05:00:00+00,300,300,100 GRIFFITHS ST     ,ROBBERY, ,Yes,All Other,279
2017/04/07 04:00:00+00,1315,1315,200 OSTROM AV     ,LARCENY, ,,All Other,280
2017/02/15 05:00:00+00,1751,1751,1 DESTINY USA DR,LARCENY, ,,All Other,281
2017/02/15 05:00:00+00,1630,1630,900 WILLIS AV     ,LARCENY, ,,All Other,282
2017/04/07 04:00:00+00,600,1030,200 MARGUERITE AV     ,LARCENY, ,,All Other,283
2017/02/16 05:00:00+00,300,800,100 BURNET PARK DR     ,BURGLARY, ,,All Other,284
2017/04/08 04:00:00+00,2000,2100,100 MARSHALL ST     ,LARCENY, ,,All Other,285
2017/02/16 05:00:00+00,2200,2100,1 DESTINY USA DR,BURGLARY, ,,All Other,286
2017/04/08 04:00:00+00,2116,15,200 WOLF ST     ,LARCENY, ,,All Other,287
2017/02/17 05:00:00+00,224,224,300 AVERY AV     ,LARCENY,A,Yes,All Other,288
2017/04/08 04:00:00+00,100,630,100 BEATTIE ST     ,LARCENY, ,,All Other,289
2017/02/17 05:00:00+00,632,632,1000 S  GEDDES ST     ,BURGLARY, ,,All Other,290
2017/04/09 04:00:00+00,220,243,1000 S  TOWNSEND ST     ,LARCENY, ,,All Other,291
2017/02/17 05:00:00+00,1635,1635,3500 S  SALINA ST     ,ROBBERY, ,Yes,All Other,292
2017/04/09 04:00:00+00,740,740,700 PARK ST     ,ROBBERY, ,,All Other,293
2017/02/17 05:00:00+00,1900,1900,1 DESTINY USA DR,LARCENY, ,,All Other,294
2017/04/09 04:00:00+00,1548,1548,500 W  ONONDAGA ST     ,LARCENY, ,,All Other,295
2017/02/18 05:00:00+00,1,600,300 E  BRIGHTON AV     ,BURGLARY, ,,All Other,296
2017/04/09 04:00:00+00,2024,2024,500 DELAWARE ST     ,LARCENY, ,,All Other,297
2017/02/18 05:00:00+00,1000,1100,200 W  BRIGHTON AV     ,LARCENY, ,,All Other,298
2017/04/09 04:00:00+00,1520,1520,2500 ERIE BLVD E        ,LARCENY, ,,All Other,299
2017/02/18 05:00:00+00,225,225,700 S  CROUSE AV     ,LARCENY, ,,All Other,300
2017/01/10 05:00:00+00,144,144,700 N  SALINA ST     ,ROBBERY, ,,All Other,301
2017/04/09 04:00:00+00,1600,1015,100 WALTON ST     ,LARCENY, ,,All Other,302
2017/04/10 04:00:00+00,100,640,700 JAMES ST     ,ROBBERY, ,,All Other,303
2017/04/10 04:00:00+00,2223,2223,2400 LODI ST     ,ROBBERY, ,Yes,All Other,304
2017/04/11 04:00:00+00,59,59,400 SHONNARD ST     ,ROBBERY, ,Yes,All Other,305
2017/04/11 04:00:00+00,1449,1449,400 JAMES ST     ,LARCENY, ,,All Other,306
2017/04/11 04:00:00+00,1330,1330,1600 E  GENESEE ST     ,ROBBERY, ,,All Other,307
2017/04/11 04:00:00+00,1746,1746,200 BROOKLEA PL     ,LARCENY, ,,All Other,308
2017/04/12 04:00:00+00,1741,1741,1 DESTINY USA DR,LARCENY, ,,All Other,309
2017/04/13 04:00:00+00,1328,1328,700 IRVING AV     ,LARCENY, ,,All Other,310
2017/04/13 04:00:00+00,2300,2300,100 E  WATER ST     ,LARCENY, ,,All Other,311
2017/04/13 04:00:00+00,1745,1830,200 AVERY AV     ,LARCENY, ,,All Other,312
2017/04/14 04:00:00+00,1328,1328,1300 FIRST NORTH ST     ,LARCENY, ,,All Other,313
2017/04/14 04:00:00+00,1115,1200,4300 S  SALINA ST     ,LARCENY, ,,All Other,314
2017/04/14 04:00:00+00,900,930,1700 S  SALINA ST     ,LARCENY, ,,All Other,315
2017/04/15 04:00:00+00,1511,1511,900 PARK AV     ,LARCENY, ,,All Other,316
2017/04/15 04:00:00+00,2200,600,400 HICKOK AV     ,LARCENY, ,,All Other,317
2017/04/16 04:00:00+00,1520,1520,100 ALEXANDER AV     ,LARCENY, ,Yes,All Other,318
2017/04/16 04:00:00+00,1728,1728,100 CRATON ST     ,LARCENY, ,,All Other,319
2017/04/16 04:00:00+00,1822,1822,300 S  GEDDES ST     ,LARCENY, ,,All Other,320
2017/04/17 04:00:00+00,230,230,100 WAYNE ST     ,BURGLARY, ,Yes,All Other,321
2017/04/17 04:00:00+00,1228,1228,400 WESTCOTT ST     ,LARCENY, ,,All Other,322
2017/04/17 04:00:00+00,1300,1300,0 NORTHCLIFFE RD     ,LARCENY, ,,All Other,323
2017/04/17 04:00:00+00,900,900,100 STATE FAIR BLVD   ,LARCENY, ,Yes,All Other,324
2017/04/17 04:00:00+00,1300,1320,1 DESTINY USA DR,LARCENY, ,,All Other,325
2017/04/17 04:00:00+00,1600,1630,400 S  SALINA ST     ,LARCENY, ,,All Other,326
2017/04/18 04:00:00+00,1759,1759,500 S  SALINA ST     ,LARCENY, ,Yes,All Other,327
2017/04/18 04:00:00+00,1200,1205,100 ELMHURST AV     ,LARCENY, ,,All Other,328
2017/04/19 04:00:00+00,1445,130,500 ALLEN ST     ,BURGLARY, ,Yes,All Other,329
2017/04/19 04:00:00+00,1200,1600,300 MONTGOMERY ST     ,BURGLARY, ,,All Other,330
2017/04/19 04:00:00+00,1916,1916,700 FIRST NORTH ST     ,LARCENY, ,,All Other,331
2017/04/19 04:00:00+00,1924,1924,800 BUTTERNUT ST     ,ROBBERY, ,Yes,All Other,332
2017/04/19 04:00:00+00,1200,1200,400 E  BRIGHTON AV     ,LARCENY, ,,All Other,333
2017/04/19 04:00:00+00,900,900,1500 W  GENESEE ST     ,LARCENY, ,,All Other,334
2017/04/19 04:00:00+00,1510,1510,100 DICKERSON ST     ,LARCENY, ,,All Other,335
2017/04/20 04:00:00+00,1427,1427,100 CLARKE ST     ,LARCENY, ,,All Other,336
2017/04/20 04:00:00+00,1748,1748,100 CLEVELAND AV     ,ROBBERY, ,Yes,All Other,337
2017/04/20 04:00:00+00,1801,1801,1 DESTINY USA DR,LARCENY, ,,All Other,338
2017/04/20 04:00:00+00,1200,1500,1 DESTINY USA DR,LARCENY, ,,All Other,339
2017/04/21 04:00:00+00,1313,1313,300 COURT ST     ,ROBBERY, ,Yes,All Other,340
2017/01/10 05:00:00+00,144,144,700 N  SALINA ST     ,ROBBERY,A,,All Other,341
2017/02/19 05:00:00+00,330,330,100 W  LAFAYETTE ST     ,ROBBERY, ,,All Other,342
2017/01/10 05:00:00+00,1716,1741,1 DESTINY USA DR,LARCENY, ,,All Other,343
2017/02/19 05:00:00+00,1230,1340,300 ASH ST     ,LARCENY, ,,All Other,344
2017/01/12 05:00:00+00,935,935,1500 VALLEY DR     ,BURGLARY,A,,All Other,345
2017/02/20 05:00:00+00,1818,1818,1100 S  SALINA ST     ,LARCENY, ,,All Other,346
2017/01/12 05:00:00+00,1107,1107,500 S  STATE ST     ,LARCENY, ,,All Other,347
2017/02/20 05:00:00+00,1845,1845,300 MONTGOMERY ST     ,LARCENY, ,,All Other,348
2017/01/12 05:00:00+00,1200,1200,400 E  GENESEE PKWY   ,LARCENY, ,Yes,All Other,349
2017/02/20 05:00:00+00,2318,2318,400 ERIE BLVD E ,ROBBERY, ,,All Other,350
2017/01/12 05:00:00+00,2315,2320,400 HARRISON ST     ,LARCENY, ,,All Other,351
2017/02/21 05:00:00+00,2022,2022,1900 GRANT BLVD   ,LARCENY, ,,All Other,352
2017/01/13 05:00:00+00,853,853,500 S  STATE ST     ,LARCENY, ,Yes,All Other,353
2017/02/21 05:00:00+00,1010,1015,600 JAMES ST     ,LARCENY, ,,All Other,354
2017/01/14 05:00:00+00,630,630,700 BUTTERNUT ST     ,BURGLARY, ,,All Other,355
2017/02/22 05:00:00+00,21,21,1200 MILTON AV     ,BURGLARY, ,,All Other,356
2017/01/14 05:00:00+00,915,915,2100 PARK ST     ,LARCENY, ,,All Other,357
2017/02/22 05:00:00+00,1600,1503,1900 CALEB AV     ,BURGLARY, ,,All Other,358
2017/01/14 05:00:00+00,1429,1429,400 GIFFORD ST     ,ROBBERY, ,,All Other,359
2017/02/22 05:00:00+00,130,200,400 BUTTERNUT ST     ,LARCENY, ,,All Other,360
2017/01/15 05:00:00+00,100,200,300 W  FAYETTE ST     ,LARCENY, ,,All Other,361
2017/01/16 05:00:00+00,1200,1630,600 W  GENESEE ST     ,LARCENY, ,,All Other,362
2017/01/16 05:00:00+00,2022,2022,200 TAFT AV     ,LARCENY, ,,All Other,363
2017/01/17 05:00:00+00,320,900,200 DORCHESTER AV     ,BURGLARY, ,Yes,All Other,364
2017/01/17 05:00:00+00,1426,1426,400 FABIUS ST     ,ROBBERY, ,,All Other,365
2017/01/17 05:00:00+00,2306,2306,600 BARNES AV     ,BURGLARY, ,,All Other,366
2017/01/17 05:00:00+00,2000,2030,300 MERRITT AV     ,LARCENY, ,,All Other,367
2017/01/18 05:00:00+00,1741,1741,2000 S  SALINA ST     ,LARCENY, ,,All Other,368
2017/01/18 05:00:00+00,900,905,500 ROBENEAU RD     ,LARCENY, ,,All Other,369
2017/01/19 05:00:00+00,247,247,300 PROSPECT AV     ,ROBBERY, ,,All Other,370
2017/01/19 05:00:00+00,1102,1102,1 DESTINY USA DR,LARCENY, ,,All Other,371
2017/01/19 05:00:00+00,1203,1203,700 UNIVERSITY AV     ,LARCENY, ,,All Other,372
2017/01/19 05:00:00+00,1734,1734,900 S  MCBRIDE ST     ,LARCENY, ,,All Other,373
2017/01/19 05:00:00+00,1942,1942,600 S  CROUSE AV     ,LARCENY, ,,All Other,374
2017/01/20 05:00:00+00,0,0,300 FURMAN ST     ,LARCENY, ,,All Other,375
2017/01/20 05:00:00+00,1700,700,1100 W  GENESEE ST     ,BURGLARY, ,,All Other,376
2017/01/20 05:00:00+00,1445,1445,2200 LODI ST     ,ROBBERY, ,,All Other,377
2017/01/20 05:00:00+00,2147,2147,500 JAMES ST     ,ROBBERY, ,Yes,All Other,378
2017/01/20 05:00:00+00,1200,1300,900 EMERSON AV     ,LARCENY, ,Yes,All Other,379
2017/01/20 05:00:00+00,1430,1445,1600 W  ONONDAGA ST     ,LARCENY, ,,All Other,380
2017/01/21 05:00:00+00,100,100,300 UNIVERSITY PL     ,LARCENY, ,,All Other,381
2017/01/21 05:00:00+00,1826,1826,2000 ERIE BLVD E ,LARCENY, ,,All Other,382
2017/01/21 05:00:00+00,1852,1852,400 DELAWARE ST     ,LARCENY, ,Yes,All Other,383
2017/01/21 05:00:00+00,1931,1931,1 DESTINY USA DR,LARCENY, ,Yes,All Other,384
2017/01/21 05:00:00+00,2005,2005,100 MARY ST     ,LARCENY, ,,All Other,385
2017/01/21 05:00:00+00,2038,2038,600 ROBINSON ST     ,LARCENY, ,,All Other,386
2017/01/21 05:00:00+00,2300,2300,800 N  TOWNSEND ST     ,ROBBERY, ,,All Other,387
2017/01/21 05:00:00+00,2300,2300,100 MARSHALL ST     ,LARCENY, ,,All Other,388
2017/01/22 05:00:00+00,616,616,1000 TYSON PL     ,LARCENY, ,Yes,All Other,389
2017/01/22 05:00:00+00,2100,930,500 N  SALINA ST     ,LARCENY, ,,All Other,390
2017/01/22 05:00:00+00,1510,1510,500 S  CLINTON ST     ,LARCENY, ,,All Other,391
2017/01/22 05:00:00+00,1930,1930,200 SLOCUM AV     ,ROBBERY, ,,All Other,392
2017/01/22 05:00:00+00,1200,1830,100 WINDING RIDGE RD     ,LARCENY, ,,All Other,393
2017/01/22 05:00:00+00,145,200,900 WESTCOTT ST     ,LARCENY, ,,All Other,394
2017/01/23 05:00:00+00,154,154,500 W  BRIGHTON AV     ,LARCENY, ,,All Other,395
2017/01/23 05:00:00+00,1530,600,1 DESTINY USA DR,LARCENY, ,,All Other,396
2017/01/23 05:00:00+00,953,953,200 HUNT AV     ,LARCENY, ,,All Other,397
2017/01/23 05:00:00+00,1048,1048,100 RADISSON CT     ,BURGLARY, ,,All Other,398
2017/01/23 05:00:00+00,1113,1113,300 N  MIDLER AV     ,LARCENY, ,,All Other,399
2017/02/23 05:00:00+00,1723,1723,1200 MILTON AV     ,ROBBERY, ,Yes,All Other,400
2017/04/21 04:00:00+00,1500,1500,1400 BURNET AV     ,LARCENY, ,,All Other,401
2017/07/05 04:00:00+00,425,428,1100 CANNON ST     ,LARCENY, ,Yes,All Other,402
2017/04/21 04:00:00+00,1845,1845,400 POND ST     ,LARCENY, ,,All Other,403
2017/04/21 04:00:00+00,1200,1949,200 CARBON ST     ,LARCENY, ,,All Other,404
2017/04/21 04:00:00+00,1800,1900,200 CHEMUNG ST     ,LARCENY, ,,All Other,405
2017/07/05 04:00:00+00,2200,1700,100 MCCORMICK AV     ,LARCENY, ,,All Other,406
2017/04/23 04:00:00+00,1030,1030,100 CAMP AV     ,ROBBERY, ,Yes,All Other,407
2017/07/05 04:00:00+00,1757,1757,100 MELBOURNE AV     ,BURGLARY, ,,All Other,408
2017/04/23 04:00:00+00,600,2200,800 HAZELWOOD AV     ,LARCENY, ,Yes,All Other,409
2017/07/05 04:00:00+00,2115,1045,300 ELM ST     ,LARCENY, ,,All Other,410
2017/05/13 04:00:00+00,200,200,2600 MIDLAND AV     ,BURGLARY, ,,All Other,411
2017/04/23 04:00:00+00,1600,1201,300 S  CLINTON ST     ,LARCENY, ,,All Other,412
2017/07/05 04:00:00+00,1045,1055,500 S  SALINA ST     ,LARCENY, ,,All Other,413
2017/05/14 04:00:00+00,137,137,200 WARNER AV     ,AGGRAVATED ASSAULT, ,Yes,All Other,414
2017/04/24 04:00:00+00,1429,1429,1 DESTINY USA DR,LARCENY, ,,All Other,415
2017/06/06 04:00:00+00,1444,1444,100 CHENEY ST     ,LARCENY, ,Yes,All Other,416
2017/07/05 04:00:00+00,1800,1000,1 DESTINY USA DR,LARCENY, ,,All Other,417
2017/05/14 04:00:00+00,450,450,700 S  CROUSE AV     ,ROBBERY, ,Yes,All Other,418
2017/04/24 04:00:00+00,2122,2122,200 ULSTER ST     ,ROBBERY,A,,All Other,419
2017/06/06 04:00:00+00,1700,1700,900 JAMES ST     ,LARCENY, ,,All Other,420
2017/07/06 04:00:00+00,130,130,700 JAMES ST     ,ROBBERY, ,,All Other,421
2017/05/14 04:00:00+00,0,800,200 MARSHALL ST     ,LARCENY, ,,All Other,422
2017/04/24 04:00:00+00,800,800,700 HICKORY ST     ,LARCENY, ,,All Other,423
2017/04/24 04:00:00+00,1130,1215,700 JAMES ST     ,LARCENY, ,,All Other,424
2017/04/25 04:00:00+00,412,412,4700 ONONDAGA BLVD   ,LARCENY, ,,All Other,425
2017/04/25 04:00:00+00,1200,1000,1800 E  FAYETTE ST     ,LARCENY, ,,All Other,426
2017/04/25 04:00:00+00,1238,1238,1300 W  COLVIN ST     ,LARCENY, ,,All Other,427
2017/04/25 04:00:00+00,1612,1612,2000 E  COLVIN ST     ,LARCENY, ,Yes,All Other,428
2017/04/25 04:00:00+00,1800,1825,1500 BELLEVUE AV     ,LARCENY, ,,All Other,429
2017/04/26 04:00:00+00,22,22,1700 W  ONONDAGA ST     ,AGGRAVATED ASSAULT, ,,All Other,430
2017/04/26 04:00:00+00,1200,947,2400 JAMES ST     ,LARCENY, ,Yes,All Other,431
2017/04/26 04:00:00+00,916,916,500 WOLF ST     ,LARCENY, ,Yes,All Other,432
2017/04/26 04:00:00+00,1042,1042,700 JAMES ST     ,BURGLARY, ,,All Other,433
2017/04/26 04:00:00+00,1200,1745,300 TENNYSON AV     ,BURGLARY, ,,All Other,434
2017/04/26 04:00:00+00,0,2359,100 DARLINGTON RD     ,LARCENY, ,,All Other,435
2017/04/27 04:00:00+00,1010,1010,1900 CALEB AV     ,BURGLARY, ,,All Other,436
2017/04/27 04:00:00+00,1428,1428,400 MARSHALL ST     ,BURGLARY, ,,All Other,437
2017/04/27 04:00:00+00,2345,2345,300 W  ONONDAGA ST     ,AGGRAVATED ASSAULT, ,,All Other,438
2017/04/27 04:00:00+00,1120,1120,200 S  EDWARDS AV     ,LARCENY, ,,All Other,439
2017/04/28 04:00:00+00,200,200,100 E  SENECA TPKE   ,LARCENY, ,,All Other,440
2017/04/28 04:00:00+00,1600,1456,100 WALL ST     ,BURGLARY, ,Yes,All Other,441
2017/04/28 04:00:00+00,1200,1200,300 BURNET AV     ,LARCENY, ,,All Other,442
2017/04/28 04:00:00+00,1230,1305,200 MONTGOMERY ST     ,LARCENY, ,,All Other,443
2017/04/28 04:00:00+00,1550,1610,400 E  RAYNOR AV     ,LARCENY, ,,All Other,444
2017/04/29 04:00:00+00,143,143,600 TOMPKINS ST     ,ROBBERY, ,,All Other,445
2017/04/29 04:00:00+00,617,617,100 TIOGA ST     ,ROBBERY, ,,All Other,446
2017/04/29 04:00:00+00,2135,2135,200 MASSENA ST     ,ROBBERY, ,,All Other,447
2017/04/29 04:00:00+00,2200,2200,100 VALE ST     ,ROBBERY, ,,All Other,448
2017/04/29 04:00:00+00,1700,2300,800 N  ALVORD ST     ,BURGLARY, ,,All Other,449
2017/04/29 04:00:00+00,2200,2200,100 TEMPLE PL     ,LARCENY, ,,All Other,450
2017/04/29 04:00:00+00,1200,1200,1000 S  TOWNSEND ST     ,LARCENY, ,,All Other,451
2017/04/30 04:00:00+00,900,1000,200 E  BELDEN AV     ,AGGRAVATED ASSAULT, ,Yes,All Other,452
2017/05/01 04:00:00+00,1801,1801,4100 S  SALINA ST     ,LARCENY, ,,All Other,453
2017/05/01 04:00:00+00,1300,1300,900 POND ST     ,LARCENY, ,Yes,All Other,454
2017/05/02 04:00:00+00,456,505,1100 BUTTERNUT ST     ,LARCENY, ,,All Other,455
2017/05/02 04:00:00+00,100,700,500 RICHMOND AV     ,LARCENY, ,,All Other,456
2017/05/02 04:00:00+00,1044,1044,2800 JAMES ST     ,LARCENY, ,Yes,All Other,457
2017/05/02 04:00:00+00,800,1700,100 SIMON DR     ,LARCENY, ,Yes,All Other,458
2017/05/02 04:00:00+00,1537,1537,100 NELSON ST     ,BURGLARY, ,,All Other,459
2017/05/02 04:00:00+00,1600,1600,600 E  WILLOW ST     ,ROBBERY, ,Yes,All Other,460
2017/05/02 04:00:00+00,1840,1840,600 ACKERMAN AV     ,LARCENY, ,,All Other,461
2017/05/03 04:00:00+00,1240,1240,100 CONIFER DR     ,AGGRAVATED ASSAULT, ,,All Other,462
2017/05/03 04:00:00+00,1539,1539,100 THURLOW DR     ,LARCENY,A,,All Other,463
2017/06/06 04:00:00+00,2025,2025,100 WOOD AV     ,LARCENY, ,,All Other,464
2017/06/07 04:00:00+00,1335,1500,900 GLENCOVE RD     ,LARCENY, ,,All Other,465
2017/06/08 04:00:00+00,413,413,200 N  STATE ST     ,LARCENY, ,Yes,All Other,466
2017/06/08 04:00:00+00,1258,1258,100 JOSEPHINE ST     ,LARCENY, ,,All Other,467
2017/06/08 04:00:00+00,1600,1747,200 W  CORNING AV     ,LARCENY, ,Yes,All Other,468
2017/06/08 04:00:00+00,1230,1230,300 EUREKA ST     ,LARCENY, ,,All Other,469
2017/06/09 04:00:00+00,100,100,400 ASH ST     ,BURGLARY, ,,All Other,470
2017/06/09 04:00:00+00,1106,1106,400 S  ALVORD ST     ,LARCENY, ,,All Other,471
2017/06/09 04:00:00+00,1500,1100,200 ASH ST     ,LARCENY, ,,All Other,472
2017/06/09 04:00:00+00,1600,1600,200 ROWLAND ST     ,LARCENY, ,,All Other,473
2017/06/10 04:00:00+00,2019,2019,500 S  SALINA ST     ,LARCENY, ,,All Other,474
2017/07/06 04:00:00+00,2100,900,700 SCHUYLER ST     ,LARCENY, ,,All Other,475
2017/06/10 04:00:00+00,1800,1800,600 S  BEECH ST     ,BURGLARY, ,,All Other,476
2017/07/06 04:00:00+00,1622,1622,900 AVERY AV     ,LARCENY, ,Yes,All Other,477
2017/06/10 04:00:00+00,1200,1200,1400 HAWLEY AV     ,LARCENY, ,,All Other,478
2017/07/07 04:00:00+00,1120,1120,700 E  GENESEE ST     ,LARCENY, ,,All Other,479
2017/05/25 04:00:00+00,1445,1445,500 S  CLINTON ST     ,ROBBERY, ,,All Other,480
2017/06/10 04:00:00+00,600,1000,1000 COL EILEEN COLLINS BLVD   ,LARCENY, ,,All Other,481
2017/07/07 04:00:00+00,200,220,100 ST ANNE DR     ,LARCENY, ,,All Other,482
2017/07/08 04:00:00+00,1015,1015,1000 AVERY AV     ,LARCENY, ,Yes,All Other,483
2017/07/08 04:00:00+00,100,200,100 MATHER ST     ,LARCENY, ,,All Other,484
2017/07/08 04:00:00+00,1830,1200,1 DESTINY USA DR,LARCENY, ,,All Other,485
2017/07/08 04:00:00+00,2310,2345,100 W  FAYETTE ST     ,LARCENY, ,,All Other,486
2017/07/09 04:00:00+00,1700,1830,200 GENESEE PARK DR     ,BURGLARY, ,,All Other,487
2017/07/10 04:00:00+00,1300,930,1000 TYSON PL     ,LARCENY, ,,All Other,488
2017/07/10 04:00:00+00,1210,1210,1 DESTINY USA DR,LARCENY, ,,All Other,489
2017/07/10 04:00:00+00,1341,1341,100 GORLAND AV     ,BURGLARY, ,,All Other,490
2017/07/10 04:00:00+00,800,2300,300 NORTH AV     ,LARCENY,A,,All Other,491
2017/07/11 04:00:00+00,0,0,100 ST LOUIS AV     ,LARCENY, ,,All Other,492
2017/07/11 04:00:00+00,1005,1005,300 W  ONONDAGA ST     ,LARCENY, ,,All Other,493
2017/07/11 04:00:00+00,1215,1245,100 S  EDWARDS AV     ,LARCENY, ,,All Other,494
2017/07/12 04:00:00+00,2200,1000,1 DESTINY USA DR,LARCENY, ,,All Other,495
2017/07/12 04:00:00+00,1300,1840,700 FIRST NORTH ST     ,LARCENY, ,Yes,All Other,496
2017/07/12 04:00:00+00,1940,1940,1 DESTINY USA DR,LARCENY, ,,All Other,497
2017/07/13 04:00:00+00,1016,1016,1000 COL EILEEN COLLINS BLVD   ,LARCENY, ,,All Other,498
2017/07/13 04:00:00+00,1046,1046,500 JAMES ST     ,LARCENY, ,Yes,All Other,499
2017/07/13 04:00:00+00,2100,2200,200 N  TOWNSEND ST     ,LARCENY, ,,All Other,500
2017/07/13 04:00:00+00,1545,1545,200 ARDMORE RD     ,LARCENY, ,,All Other,501
2017/07/13 04:00:00+00,1700,2300,1 DESTINY USA DR,LARCENY, ,,All Other,502
2017/07/14 04:00:00+00,1000,1332,500 S  STATE ST     ,LARCENY, ,,All Other,503
2017/07/14 04:00:00+00,2118,2150,2600 E  GENESEE ST     ,BURGLARY, ,,All Other,504
2017/07/14 04:00:00+00,2340,2340,1000 S  CLINTON ST     ,ROBBERY, ,,All Other,505
2017/07/14 04:00:00+00,2300,1600,2000 LODI ST     ,LARCENY, ,,All Other,506
2017/07/14 04:00:00+00,1900,2150,1 DESTINY USA DR,LARCENY, ,,All Other,507
2017/07/15 04:00:00+00,55,55,0 W  FAYETTE ST     ,LARCENY, ,,All Other,508
2017/07/15 04:00:00+00,1100,1311,700 FIRST NORTH ST     ,LARCENY, ,,All Other,509
2017/07/15 04:00:00+00,2105,2111,200 S  COLLINGWOOD AV     ,LARCENY, ,Yes,All Other,510
2017/07/15 04:00:00+00,1015,1015,400 HELEN ST     ,LARCENY, ,,All Other,511
2017/07/16 04:00:00+00,100,1108,300 W  OSTRANDER AV     ,BURGLARY, ,,All Other,512
2017/07/16 04:00:00+00,1330,1330,1000 W  GENESEE ST     ,LARCENY, ,,All Other,513
2017/07/16 04:00:00+00,57,100,2400 LODI ST     ,LARCENY, ,,All Other,514
2017/07/17 04:00:00+00,855,855,500 PARK AV     ,LARCENY, ,,All Other,515
2017/07/17 04:00:00+00,2030,800,800 TURTLE ST     ,LARCENY, ,,All Other,516
2017/07/17 04:00:00+00,1400,1455,1100 BALLANTYNE RD     ,LARCENY, ,,All Other,517
2017/07/18 04:00:00+00,1535,1535,600 GIFFORD ST     ,LARCENY, ,,All Other,518
2017/07/18 04:00:00+00,1950,2010,1 DESTINY USA DR,LARCENY, ,,All Other,519
2017/07/19 04:00:00+00,1629,1629,200 ERIE ST     ,LARCENY, ,,All Other,520
2017/07/19 04:00:00+00,2118,2118,600 WOLF ST     ,LARCENY, ,,All Other,521
2017/05/14 04:00:00+00,1600,1400,1100 E  FAYETTE ST     ,LARCENY, ,,All Other,522
2017/05/03 04:00:00+00,1701,1701,100 W  CORNING AV     ,ROBBERY, ,,All Other,523
2017/05/25 04:00:00+00,1230,245,1000 LODI ST     ,BURGLARY, ,,All Other,524
2017/06/11 04:00:00+00,2303,2303,1400 S  SALINA ST     ,ROBBERY,A,,All Other,525
2017/05/14 04:00:00+00,1715,1730,300 W  HIAWATHA BLVD   ,LARCENY, ,,All Other,526
2017/05/25 04:00:00+00,1710,1900,100 SIMON DR     ,LARCENY, ,,All Other,527
2017/06/11 04:00:00+00,1200,1200,1600 SPRING ST     ,LARCENY, ,,All Other,528
2017/05/14 04:00:00+00,1942,1942,300 VALLEY DR     ,LARCENY, ,,All Other,529
2017/05/26 04:00:00+00,19,19,300 HAWLEY AV     ,LARCENY, ,,All Other,530
2017/06/12 04:00:00+00,819,819,0 WATERTREE DR     ,LARCENY, ,Yes,All Other,531
2017/05/14 04:00:00+00,1930,1930,100 E  LAFAYETTE AV     ,LARCENY, ,,All Other,532
2017/05/26 04:00:00+00,1645,1645,100 E  RAYNOR AV     ,ROBBERY, ,,All Other,533
2017/06/12 04:00:00+00,853,853,200 W  SENECA TPKE   ,BURGLARY, ,,All Other,534
2017/05/14 04:00:00+00,1000,1000,100 DICKERSON ST     ,LARCENY, ,,All Other,535
2017/05/03 04:00:00+00,1630,1632,700 FIRST NORTH ST     ,LARCENY, ,,All Other,536
2017/05/26 04:00:00+00,2045,2045,200 HASTINGS PL     ,ROBBERY, ,,All Other,537
2017/06/12 04:00:00+00,1430,1430,300 VINCENT ST     ,LARCENY, ,,All Other,538
2017/05/15 04:00:00+00,1231,1231,400 DUDLEY ST     ,ROBBERY, ,,All Other,539
2017/05/03 04:00:00+00,2341,2341,100 CHENEY ST     ,ROBBERY, ,Yes,All Other,540
2017/05/26 04:00:00+00,930,1900,0 PRESIDENTIAL PLZ    ,BURGLARY, ,,All Other,541
2017/05/15 04:00:00+00,900,1000,700 JAMES ST     ,LARCENY, ,,All Other,542
2017/06/12 04:00:00+00,1450,1450,2000 E  FAYETTE ST     ,LARCENY, ,,All Other,543
2017/05/15 04:00:00+00,1300,1300,100 BALLANTYNE RD     ,ROBBERY, ,,All Other,544
2017/05/27 04:00:00+00,358,358,100 RONEY LN     ,LARCENY, ,Yes,All Other,545
2017/05/03 04:00:00+00,1330,1400,200 N  STATE ST     ,LARCENY, ,,All Other,546
2017/05/15 04:00:00+00,1742,1742,100 RONEY LN     ,LARCENY, ,,All Other,547
2017/06/12 04:00:00+00,2000,1958,100 W  OSTRANDER AV     ,LARCENY, ,Yes,All Other,548
2017/05/27 04:00:00+00,1315,1315,200 MILBURN DR     ,LARCENY, ,,All Other,549
2017/05/04 04:00:00+00,1019,1019,400 UNIVERSITY AV     ,LARCENY, ,,All Other,550
2017/05/15 04:00:00+00,1839,1839,700 W  NEWELL ST     ,BURGLARY, ,,All Other,551
2017/06/12 04:00:00+00,2231,2231,200 MARIPOSA ST     ,LARCENY, ,,All Other,552
2017/05/27 04:00:00+00,1200,1200,300 ELM ST     ,LARCENY, ,,All Other,553
2017/05/04 04:00:00+00,1030,1030,800 SALT SPRINGS RD     ,LARCENY, ,,All Other,554
2017/05/15 04:00:00+00,1130,1130,2400 S  SALINA ST     ,LARCENY, ,,All Other,555
2017/06/12 04:00:00+00,1430,1515,1 DESTINY USA DR,LARCENY, ,,All Other,556
2017/05/28 04:00:00+00,1833,1833,1 DESTINY USA DR,LARCENY, ,,All Other,557
