X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
,,1,2018/01/01,1120,1120,0 DESTINY USA DR,LARCENY,
-8476678.30909348,5317786.47367217,2,2018/01/01,2230,2230,300 BURT ST,ROBBERY,
-8474133.83613145,5317794.19678475,3,2018/01/01,1839,1839,400 CLARENDON ST,BURGLARY,
-8476502.88574882,5321180.31119792,4,2018/01/01,0225,0225,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8475985.25220752,5319155.883374,5,2018/01/01,0248,0248,700 E  GENESEE ST,AGGRAVATED ASSAULT,
-8476099.38816618,5318467.06109584,6,2018/01/01,0025,0025,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-8476099.38816618,5318467.06109584,7,2018/01/01,0515,0515,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-8472618.95075613,5317297.06693025,8,2018/01/02,1600,1630,1000 MEADOWBROOK DR,LARCENY,
-8475634.45191125,5318461.85740987,9,2018/01/01,0248,0248,700 IRVING AV,ROBBERY,A
-8479345.04141433,5320192.37527262,10,2018/01/02,1700,1700,1000 W  GENESEE ST,LARCENY,
-8477789.12891569,5317473.88538145,11,2018/01/02,1300,1300,200 LINCOLN AV,LARCENY,
-8474917.32776807,5312871.07532739,12,2018/01/01,2000,1300,800 E  BRIGHTON AV,MV THEFT,
-8476644.98715086,5322603.07496441,13,2018/01/02,1849,1849,400 GRIFFITHS ST,BURGLARY,
-8478760.11284287,5322441.95076817,14,2018/01/02,0250,0250,100 WOLF ST,BURGLARY,
-8482295.40796146,5320623.72918027,15,2018/01/02,2000,2000,1100 AVERY AV,MV THEFT,
-8477443.98284959,5319085.96546529,16,2018/01/02,1653,1653,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-8475480.50801279,5322815.18010429,17,2018/01/02,1700,1000,1400 OAK ST,BURGLARY,
-8475016.43867773,5319059.91775109,18,2018/01/02,0845,0845,500 WALNUT AV,LARCENY,
-8476334.90663693,5320234.8794298,19,2018/01/02,1000,1100,600 JAMES ST,LARCENY,
-8476833.84061713,5322737.47800322,20,2018/01/02,1929,1929,700 FIRST NORTH ST,LARCENY,
-8476213.71967938,5313029.47870165,21,2018/01/02,1700,1400,4300 S  SALINA ST,LARCENY,
,,22,2018/01/03,1759,1759,0 DESTINY USA DR,LARCENY,
,,23,2018/01/03,1420,1420,0 DESTINY USA DR,LARCENY,
-8475758.93990621,5320094.79498968,24,2018/01/03,0800,1200,100 GERTRUDE ST,LARCENY,
-8471036.48849331,5321719.90232256,25,2018/01/03,0000,0000,1200 S  GLENCOVE RD,LARCENY,
-8476016.86680522,5321425.68056652,26,2018/01/03,1945,2040,100 JASPER ST,BURGLARY,
-8472690.08387057,5322020.22647281,27,2018/01/03,2225,2225,200 FOREST HILL DR,MV THEFT,
-8479211.41180607,5317176.51813692,28,2018/01/03,2050,2050,1100 W  ONONDAGA ST,BURGLARY,
-8482074.86175974,5320738.86507573,29,2018/01/03,1250,1254,1100 WILLIS AV,LARCENY,
-8478838.59332481,5314423.20903616,30,2018/01/03,2300,1300,300 HUTCHINSON AV,BURGLARY,
-8475994.26907417,5321218.01213099,31,2018/01/03,0800,0810,500 HIGHLAND ST,MV THEFT,
-8477966.48302949,5319714.26066717,32,2018/01/03,1700,1700,200 N  WEST ST,LARCENY,
-8477443.98284959,5319085.96546529,33,2018/01/03,1241,1241,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-8480981.10399952,5319070.88526581,34,2018/01/03,0000,1156,500 TOMPKINS ST,LARCENY,
,,35,2018/01/03,1311,1311,200 WINDING RIDGE RD,LARCENY,
-8474948.31106689,5319882.51243893,36,2018/01/03,0733,0733,700 BURNET AV,BURGLARY,
-8478256.28591608,5322162.40783488,37,2018/01/03,1135,1230,2500 LODI ST,AGGRAVATED ASSAULT,
-8477854.76951801,5321576.44467752,38,2018/01/03,0030,1000,300 BASIN ST,LARCENY,
-8476349.93485705,5322897.94153864,39,2018/01/04,1259,1259,200 WARHAM ST,BURGLARY,A
-8472356.96039371,5318554.05801343,40,2018/01/04,1441,1441,2700 E  GENESEE ST,LARCENY,
-8478838.59332481,5314423.20903616,41,2018/01/04,1800,1545,300 HUTCHINSON AV,BURGLARY,
-8476769.72062886,5319449.27025695,42,2018/01/04,0800,1950,300 W  WASHINGTON ST,LARCENY,
-8476117.19457497,5313596.23157235,43,2018/01/03,1740,1800,3900 S  SALINA ST,LARCENY,
-8476644.98715086,5322603.07496441,44,2018/01/04,0000,0000,400 GRIFFITHS ST,LARCENY,
-8477979.96786727,5317342.94545394,45,2018/01/03,1420,1420,400 SOUTH AV,LARCENY,
-8480006.33690807,5317136.8383173,46,2018/01/04,2144,2144,1400 W  ONONDAGA ST,BURGLARY,
-8476023.01932128,5321575.43779837,47,2018/01/04,2310,2310,800 HIGHLAND ST,MV THEFT,
,,48,2018/01/05,0121,0121,UNKNOWN,AGGRAVATED ASSAULT,
-8473501.60307101,5316809.12042362,49,2018/01/05,1624,1700,1100 WESTCOTT ST,LARCENY,
-8478839.09436233,5317831.64447761,50,2018/01/05,0001,2359,200 GRACE ST,LARCENY,
,,51,2018/01/05,1320,1320,0 DESTINY USA DR,LARCENY,
-8476946.05071919,5320895.77450864,52,2018/01/05,1718,1718,400 BUTTERNUT ST,LARCENY,
,,53,2018/01/05,2000,2005,0 DESTINY USA DR,LARCENY,
-8473776.11685768,5319303.9466671,54,2018/01/06,1830,1830,1700 E  FAYETTE ST,LARCENY,
-8476941.44739144,5317501.43040361,55,2018/01/05,1143,1143,1100 S  SALINA ST,LARCENY,
-8474423.82938444,5322408.33093954,56,2018/01/06,1119,1119,400 DURSTON AV,MV THEFT,
-8476707.60435257,5322479.6451256,57,2018/01/06,1040,1040,600 FIRST NORTH ST,ROBBERY,A
-8476794.35685264,5319967.17325263,58,2018/01/05,0621,0900,200 N  STATE ST,MV THEFT,
-8476677.95665019,5319706.39914087,59,2018/01/05,1945,1945,400 ERIE BLVD E,ROBBERY,A
-8475495.16834787,5318871.72455052,60,2018/01/05,0334,0334,500 S  CROUSE AV,LARCENY,
-8475391.39634771,5316162.65673723,61,2018/01/06,1640,1640,100 JAMESVILLE AV,LARCENY,
-8477291.19680058,5319070.88526748,62,2018/01/08,1210,1210,400 N  SALINA ST,ROBBERY,
-8477351.35769784,5314532.17182519,63,2018/01/06,0000,1000,100 WIMAN AV,LARCENY,
-8475461.51387874,5322409.26758539,64,2018/01/06,1700,0100,1200 OAK ST,MV THEFT,
-8476833.84061713,5322737.47800322,65,2018/01/08,1956,1956,700 FIRST NORTH ST,LARCENY,
-8476833.84061713,5322737.47800322,66,2018/01/08,2131,2131,700 FIRST NORTH ST,LARCENY,
-8470036.17320776,5320375.02978106,67,2018/01/06,1220,1220,3000 ERIE BLVD E,LARCENY,
,,68,2018/01/06,1307,1307,9500 DESTINY USA DR,LARCENY,
,,69,2018/01/07,2205,2205,UNKNOWN,MV THEFT,
,,70,2018/01/07,1651,1651,0 DESTINY USA DR,LARCENY,
-8476211.17507495,5322419.30230646,71,2018/01/09,1818,1818,1300 BUTTERNUT ST,BURGLARY,
-8473441.1056156,5318899.83101665,72,2018/01/07,0100,0100,100 CAMBRIDGE ST,LARCENY,
-8479294.70364652,5323347.75465091,73,2018/01/07,1600,1600,100 NBT BANK PKWY,LARCENY,
-8478163.83026669,5314458.83557174,74,2018/01/09,1310,1310,300 VALLEY DR,LARCENY,
-8474144.63707991,5321093.16561201,75,2018/01/07,1201,1200,100 SCHULER ST,LARCENY,
-8472362.24677251,5322053.17920277,76,2018/01/07,1200,1200,500 NORTHCLIFFE RD,MV THEFT,
,,77,2018/01/08,0414,0414,UNKNOWN,AGGRAVATED ASSAULT,
,,78,2018/01/08,1643,1643,0 DESTINY USA DR,LARCENY,
-8479229.82576559,5317036.64286682,79,2018/01/10,2107,2107,1000 BELLEVUE AV,LARCENY,
-8477152.45178393,5322021.08945658,80,2018/01/08,1600,1100,1200 PARK ST,BURGLARY,
-8473297.10018075,5317580.8737857,81,2018/01/08,0818,0818,200 STRONG AV,LARCENY,
-8477903.74104902,5313910.39256902,82,2018/01/08,1809,1809,500 VALLEY DR,AGGRAVATED ASSAULT,
-8476337.41144809,5318299.08207563,83,2018/01/10,2123,2123,1000 S  MCBRIDE ST,ROBBERY,
-8478771.28995383,5320921.69594449,84,2018/01/08,1730,0700,700 VANRENSSELAER ST,BURGLARY,
,,85,2018/01/09,1020,1020,0 DESTINY USA DR,LARCENY,
-8476946.05071919,5320895.77450864,86,2018/01/10,1533,1533,400 BUTTERNUT ST,LARCENY,
,,87,2018/01/09,1845,1845,0 DESTINY USA DR,LARCENY,
,,88,2018/01/09,2250,2250,0 DESTINY USA DR,MV THEFT,
-8473490.58234563,5320773.73857337,89,2018/01/10,0839,0839,600 ROBINSON ST,LARCENY,
-8476531.27427566,5320928.68336146,90,2018/01/10,0503,0503,700 CATHERINE ST,BURGLARY,
-8479288.42617839,5319305.51089402,91,2018/01/09,1230,1200,100 N  GEDDES ST,LARCENY,
-8476833.84061713,5322737.47800322,92,2018/01/10,1504,1504,700 FIRST NORTH ST,LARCENY,
-8477056.65265348,5319513.09939771,93,2018/01/09,1510,1510,200 E  WASHINGTON ST,LARCENY,
-8476833.84061713,5322737.47800322,94,2018/01/10,1810,1810,700 FIRST NORTH ST,LARCENY,
-8478799.5202346,5317295.69626831,95,2018/01/10,1322,1322,900 ONONDAGA AV,MV THEFT,
-8471858.51443641,5320115.25636691,96,2018/01/09,1955,1955,2500 ERIE BLVD E,AGGRAVATED ASSAULT,
-8478861.87162398,5318534.8093959,97,2018/01/09,1736,1736,600 GIFFORD ST,ROBBERY,A
,,98,2018/01/09,1100,1100,9600 DESTINY USA DR,LARCENY,
-8473538.1715055,5320321.25934156,99,2018/01/11,1000,1419,1400 BURNET AV,BURGLARY,
,,100,2018/01/10,1555,1555,0 DESTINY USA DR,LARCENY,
,,101,2018/01/10,1914,1914,0 DESTINY USA DR,LARCENY,
-8480785.7382268,5318603.40894832,102,2018/01/11,1200,1344,300 COLERIDGE AV,LARCENY,
-8478788.11041246,5316810.57020569,103,2018/01/10,0823,0823,100 RUSKIN AV,BURGLARY,
-8478399.77195405,5315122.06313522,104,2018/01/11,1100,1100,300 HILLVIEW AV,LARCENY,
-8475247.28420022,5320986.61380974,105,2018/01/10,1300,1900,1000 JAMES ST,LARCENY,
-8474983.23637166,5318866.04586291,106,2018/01/10,1944,1944,1000 MADISON ST,BURGLARY,
-8477304.67228668,5321742.72539118,107,2018/01/10,0001,0830,200 LILAC ST,MV THEFT,
-8477498.58493079,5314534.20001801,108,2018/01/11,1130,1130,600 W  NEWELL ST,BURGLARY,A
-8476836.51388891,5323221.33799791,109,2018/01/10,1130,1400,2400 GRANT BLVD,LARCENY,
-8477942.78607197,5319877.20572003,110,2018/01/10,0700,1626,300 N  WEST ST,MV THEFT,
-8470036.17320776,5320375.02978106,111,2018/01/10,0011,0011,3000 ERIE BLVD E,LARCENY,
-8473874.30073482,5318990.00061885,112,2018/01/12,1333,1334,1800 W  GENESEE ST,LARCENY,
-8473301.50347896,5318895.86036619,113,2018/01/10,1930,1930,400 ALLEN ST,AGGRAVATED ASSAULT,
-8473361.34047268,5321770.64135926,114,2018/01/12,1900,1900,400 MELROSE AV,LARCENY,
-8476414.95008457,5321377.97656346,115,2018/01/10,2312,2312,400 S  ALVORD ST,AGGRAVATED ASSAULT,
-8475929.98411327,5321582.60225328,116,2018/01/10,2200,0800,500 PARK ST,BURGLARY,
-8479683.61504208,5319632.37966817,117,2018/01/10,1351,1351,500 RICHMOND AV,LARCENY,
-8475985.25220752,5319155.883374,118,2018/01/13,2305,2305,700 W  GENESEE ST,ROBBERY,
-8476099.38816618,5318467.06109584,119,2018/01/10,1300,1300,700 E  ADAMS ST,LARCENY,
-8471794.90827985,5319405.39866544,120,2018/01/14,1600,1600,100 W  FAYETTE ST,LARCENY,
-8474946.8082414,5317205.23236282,121,2018/01/14,1513,1513,200 MOUNT OLYMPUS DR,LARCENY,
,,122,2018/01/11,1607,1607,0 DESTINY USA DR,LARCENY,
-8473242.11724252,5318851.53853861,123,2018/01/15,2104,2104,2200 E  GENESEE ST,MV THEFT,
-8479925.62820381,5319783.79727715,124,2018/01/15,0000,1443,300 APPLE ST,LARCENY,
-8474556.79000315,5317748.14752295,125,2018/01/11,1200,1120,100 CLARENDON ST,LARCENY,
-8473874.30073482,5318990.00061885,126,2018/01/16,2015,2015,1800 W  GENESEE ST,LARCENY,
-8479345.04141433,5320192.37527262,127,2018/01/16,1530,1600,1000 W  GENESEE ST,LARCENY,
-8477134.79430405,5322933.12851805,128,2018/01/11,1300,1400,100 SECOND NORTH ST,LARCENY,
-8475247.28420022,5320986.61380974,129,2018/01/11,1855,1855,1000 JAMES ST,LARCENY,
-8481974.77329714,5320508.51260347,130,2018/01/11,1950,1950,200 ESSEX ST,BURGLARY,
-8475301.97314947,5319282.01125634,131,2018/01/17,2204,2204,300 UNIVERSITY PL,LARCENY,
-8476542.97490922,5323143.15439864,132,2018/01/11,0830,1100,2300 GRANT BLVD,MV THEFT,
-8476002.78494217,5321331.82637268,133,2018/01/17,0935,0935,600 HIGHLAND ST,BURGLARY,
-8477291.19680058,5319070.88526748,134,2018/01/17,1706,1725,400 S  SALINA ST,LARCENY,
-8478216.42872254,5323790.82697236,135,2018/01/17,1600,2030,700 HIAWATHA BLVD E,LARCENY,
-8478436.65877605,5317998.79485167,136,2018/01/01,1206,1206,200 KELLOGG ST,AGGRAVATED ASSAULT,
-8478270.28082727,5317412.84797084,137,2018/01/01,0029,0029,200 RICH ST,LARCENY,
-8473961.9647155,5320173.17995023,138,2018/01/18,1037,1503,1200 BURNET AV,MV THEFT,
-8474638.33973733,5318684.59495173,139,2018/01/11,0404,0404,300 OSTROM AV,BURGLARY,
-8477395.89270375,5319260.07580915,140,2018/01/17,0009,0009,400 S  CLINTON ST,LARCENY,
-8477573.93305905,5312139.05385004,141,2018/01/01,2101,2101,200 RIVERDALE DR,BURGLARY,
-8473438.98585973,5318592.44208299,142,2018/01/18,2300,0600,200 CAMBRIDGE ST,MV THEFT,
-8472444.62443683,5318359.39838572,143,2018/01/18,1400,1400,300 SCOTTHOLM BLVD,LARCENY,
-8476205.0077611,5315112.3183277,144,2018/01/11,1538,1538,2800 S  SALINA ST,LARCENY,
-8473131.36562094,5320146.8815173,145,2018/01/11,1700,1300,300 PEAT ST,LARCENY,
-8476332.4020611,5318451.24423154,146,2018/01/18,2218,2218,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,
-8477972.16461517,5322229.47194197,147,2018/01/11,1600,1100,300 COURT ST,BURGLARY,
-8475897.48854908,5320549.2755654,148,2018/01/11,2100,0914,800 JAMES ST,LARCENY,
-8477092.82541673,5318776.13941119,149,2018/01/19,2030,2030,100 ONONDAGA AV,LARCENY,
,,150,2018/01/12,1216,1216,0 DESTINY USA DR,LARCENY,
-8476219.1901049,5321887.20500844,151,2018/01/19,1200,1630,1100 BUTTERNUT ST,BURGLARY,
,,152,2018/01/12,1853,1853,0 DESTINY USA DR,LARCENY,
-8480678.03666923,5319990.82625762,153,2018/01/19,0215,0218,1800 E  FAYETTE ST,AGGRAVATED ASSAULT,
-8475998.86624909,5314309.58058066,154,2018/01/12,0123,0123,100 W  LYNHURST AV,AGGRAVATED ASSAULT,
-8477080.80787017,5315645.7441484,155,2018/01/12,1400,1640,1500 MIDLAND AV,LARCENY,
-8476559.82767195,5322239.64751841,156,2018/01/19,0930,1130,200 GILBERT AV,BURGLARY,
-8470039.27094035,5320372.38141821,157,2018/01/01,0105,0105,100 HEADSON DR,LARCENY,
-8474907.73509838,5318643.1641075,158,2018/01/19,1700,1100,300 COMSTOCK AV,LARCENY,
-8477078.73327197,5316726.65163413,159,2018/01/12,1954,1954,200 FURMAN ST,ROBBERY,
-8476101.51584019,5313728.94751761,160,2018/01/11,1232,1232,3800 S  SALINA ST,LARCENY,
-8471858.51443641,5320115.25636691,161,2018/01/12,0858,0858,2500 ERIE BLVD E,LARCENY,
-8477393.88905128,5322389.13097247,162,2018/01/19,1600,1600,600 KIRKPATRICK ST,BURGLARY,
-8477930.89418252,5318085.23681722,163,2018/01/19,1449,1449,500 W  ONONDAGA ST,LARCENY,
-8476833.84061713,5322737.47800322,164,2018/01/19,1213,1213,700 FIRST NORTH ST,LARCENY,
-8476910.06777087,5316410.18034413,165,2018/01/13,0330,0336,200 KIRK AV,AGGRAVATED ASSAULT,
-8476833.84061713,5322737.47800322,166,2018/01/19,1404,1404,700 FIRST NORTH ST,LARCENY,
-8475843.8044723,5312629.88020618,167,2018/01/13,0530,0600,200 SENECA DR,MV THEFT,
,,168,2018/01/13,1428,1428,0 DESTINY USA DR,LARCENY,
-8472813.7451821,5319303.8194697,169,2018/01/13,1550,1615,2200 E  FAYETTE ST,LARCENY,
-8475163.99532437,5321633.20943219,170,2018/01/13,1400,2330,300 DEWITT ST,BURGLARY,
-8476946.05071919,5320895.77450864,171,2018/01/20,2020,2020,400 BUTTERNUT ST,LARCENY,
-8473035.73100351,5319294.34989866,172,2018/01/20,1430,1430,2000 E  FAYETTE ST,LARCENY,
-8477665.39721547,5319413.62468986,173,2018/01/20,0130,0200,300 W  FAYETTE ST,LARCENY,
,,174,2018/01/13,1910,1910,0 DESTINY USA DR,LARCENY,
,,175,2018/01/14,0455,0720,0 DESTINY USA DR,LARCENY,
,,176,2018/01/14,1333,1333,0 DESTINY USA DR,LARCENY,
-8473598.78495373,5316761.14949723,177,2018/01/20,1200,0100,400 KENSINGTON RD,LARCENY,
-8473596.7812227,5319122.98085366,178,2018/01/19,2142,2142,300 LEXINGTON AV,AGGRAVATED ASSAULT,
-8477988.92462843,5317614.28701293,179,2018/01/14,0136,0136,200 SOUTH AV,LARCENY,
-8476712.42021764,5318705.81946985,180,2018/01/12,2121,2121,800 S  STATE ST,MV THEFT,
-8474558.16160977,5317498.83909391,181,2018/01/14,1300,1750,800 OSTROM AV,BURGLARY,
-8476170.59906944,5311566.67214878,182,2018/01/21,0654,0654,100 BYRNE PL,MV THEFT,
-8476282.46576602,5323600.17630381,183,2018/01/15,0720,0920,200 DALE ST,BURGLARY,
-8474004.54449913,5319309.43047088,184,2018/01/21,2255,2255,1600 E  FAYETTE ST,BURGLARY,
,,185,2018/01/15,1636,1636,0 DESTINY USA DR,ROBBERY,A
,,186,2018/01/15,1910,1910,0 DESTINY USA DR,LARCENY,
-8477393.88905128,5322389.13097247,187,2018/01/21,1609,1609,600 KIRKPATRICK ST,BURGLARY,A
-8475002.11475777,5315803.4717708,188,2018/01/15,1200,0300,1000 E  COLVIN ST,BURGLARY,
-8478042.10245731,5317965.9789646,189,2018/01/21,2225,2225,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-8475955.93399085,5321061.85617282,190,2018/01/15,1755,1755,300 DOUGLAS ST,LARCENY,
-8476833.84061713,5322737.47800322,191,2018/01/21,1236,1236,700 FIRST NORTH ST,LARCENY,
-8475955.93399085,5321061.85617282,192,2018/01/15,1200,0630,300 DOUGLAS ST,LARCENY,
-8475509.36131725,5318451.24430917,193,2018/01/21,0130,0200,700 S  CROUSE AV,LARCENY,
-8476119.95378752,5321304.74038973,194,2018/01/15,0400,0850,400 SEWARD ST,BURGLARY,
-8474469.70224802,5320013.73846881,195,2018/01/15,2142,2142,300 N  BEECH ST,ROBBERY,
-8476101.51584019,5313728.94751761,196,2018/01/14,1359,1359,3800 S  SALINA ST,LARCENY,
-8477064.24499039,5312246.70862556,197,2018/01/15,1200,1200,300 W  SENECA TPKE,BURGLARY,
-8474244.28899086,5318990.02230809,198,2018/01/01,1635,1635,100 MAPLE TER,LARCENY,
-8477945.19487967,5316599.7668185,199,2018/01/15,1600,1800,800 SOUTH AV,LARCENY,
-8476774.06631722,5321809.952846,200,2018/01/16,0110,0110,1000 PARK ST,AGGRAVATED ASSAULT,
-8476493.37510864,5323405.13855405,201,2018/01/16,1800,1800,200 HOOD AV,LARCENY,
-8476856.8837871,5322249.24727865,202,2018/01/22,1841,1841,200 HERBERT ST,BURGLARY,A
-8481810.61480699,5316898.704514,203,2018/01/15,1830,1830,4700 ONONDAGA BLVD,LARCENY,A
-8475116.51143222,5322187.30786417,204,2018/01/16,1423,1423,900 RUGBY RD,BURGLARY,
-8477920.37450885,5318626.71364245,205,2018/01/22,1138,1138,300 GIFFORD ST,AGGRAVATED ASSAULT,
-8477361.59082116,5319789.75753896,206,2018/01/16,1510,1510,200 N  CLINTON ST,LARCENY,
-8471858.51443641,5320115.25636691,207,2018/01/16,1050,1100,2500 ERIE BLVD E,LARCENY,
-8476769.72062886,5319449.27025695,208,2018/01/22,1737,1737,300 W  WASHINGTON ST,LARCENY,
-8475939.32480079,5317411.18289593,209,2018/01/17,1800,1230,200 HENRY ST,LARCENY,
-8478137.92195394,5316115.15195967,210,2018/01/17,2137,2137,0 CENTENNIAL DR,BURGLARY,
-8476708.10534019,5320961.59238251,211,2018/01/22,0648,0648,500 BUTTERNUT ST,LARCENY,
-8476638.91062888,5312168.64891968,212,2018/01/17,1230,1225,200 W  SENECA TPKE,LARCENY,
-8476833.84061713,5322737.47800322,213,2018/01/22,1916,1916,700 FIRST NORTH ST,LARCENY,
,,214,2018/01/17,1238,1238,0 DESTINY USA DR,ROBBERY,
-8477606.78760063,5313569.58164789,215,2018/01/23,1832,1832,100 GROVE ST,AGGRAVATED ASSAULT,
-8477528.64128159,5321606.08336485,216,2018/01/22,0030,0036,900 S  SALINA ST,BURGLARY,
-8479812.01769409,5316832.51008053,217,2018/01/17,1112,1112,300 GRANT AV,LARCENY,
-8475438.52500322,5321612.81636619,218,2018/01/17,1519,1519,300 PARK ST,LARCENY,
-8479168.02266838,5323202.40338969,219,2018/01/17,1345,1345,2100 PARK ST,LARCENY,
-8474172.85952858,5317753.51203282,220,2018/01/23,1550,1550,700 ACKERMAN AV,BURGLARY,
-8476767.21594239,5322038.05421446,221,2018/01/23,1020,1020,500 CARBON ST,BURGLARY,
-8477605.00502393,5319213.49973642,222,2018/01/17,2145,2145,300 W  JEFFERSON ST,LARCENY,
-8475628.39334334,5318873.07049323,223,2018/01/18,2150,2350,500 IRVING AV,LARCENY,
-8473967.97599093,5317504.04079537,224,2018/01/23,1500,1500,700 EUCLID AV,BURGLARY,
-8476833.84061713,5322737.47800322,225,2018/01/23,1527,1615,700 FIRST NORTH ST,LARCENY,
,,226,2018/01/19,1045,1045,0 DESTINY USA DR,LARCENY,
-8478771.28995383,5320921.69594449,227,2018/01/17,1530,1230,700 VAN RENSSELAER ST,LARCENY,
-8477092.32454761,5318120.87736532,228,2018/01/23,1045,1045,700 S  SALINA ST,ROBBERY,A
-8477158.04479261,5317896.61408373,229,2018/01/01,0910,0910,1000 S  CLINTON ST,LARCENY,
-8479345.04141433,5320192.37527262,230,2018/01/24,1924,1924,1000 W  GENESEE ST,ROBBERY,
-8476123.96867527,5318117.98051449,231,2018/01/19,2000,2015,100 DYER CT,BURGLARY,
-8476458.1373878,5314002.55139931,232,2018/01/24,0900,0900,200 W  MATSON AV,BURGLARY,
-8475714.74583234,5317663.0435739,233,2018/01/24,0134,0134,900 IRVING AV,LARCENY,
-8474556.79000315,5317748.14752295,234,2018/01/19,1440,1740,100 CLARENDON ST,LARCENY,
,,235,2018/01/19,1530,1800,100 SIMS DR,LARCENY,
,,236,2018/01/19,1837,1837,0 DESTINY USA DR,LARCENY,
-8477883.80604365,5323604.2877625,237,2018/01/24,0425,0425,900 LEMOYNE AV,MV THEFT,
-8478179.30585701,5314902.55825252,238,2018/01/19,0755,0755,1900 SOUTH AV,MV THEFT,
-8476282.46576602,5323600.17630381,239,2018/01/19,0300,0300,200 DALE ST,ROBBERY,
-8473039.86853625,5318853.43724068,240,2018/01/17,1700,1730,500 WESTMORELAND AV,LARCENY,
-8475991.76431408,5318284.0031223,241,2018/01/25,0841,0841,100 FRISBIE CT,BURGLARY,
-8480982.10584784,5319992.19722959,242,2018/01/25,1300,1600,1600 E  GENESEE ST,BURGLARY,
-8480643.97283289,5316241.70887046,243,2018/01/25,2330,0615,500 WOLCOTT AV,MV THEFT,
-8473649.37970318,5317539.67913157,244,2018/01/25,1800,1500,800 EUCLID AV,LARCENY,
-8478145.5787325,5318442.90781549,245,2018/01/19,2230,2230,300 SEYMOUR ST,MV THEFT,
-8475714.74583234,5317663.0435739,246,2018/01/25,1440,1440,900 IRVING AV,LARCENY,
-8473143.89837817,5322380.59223528,247,2018/01/19,0905,0905,2300 JAMES ST,LARCENY,
-8477508.26594059,5322211.54045199,248,2018/01/19,1705,2105,500 KIRKPATRICK ST,LARCENY,
-8477064.86618836,5316936.46691973,249,2018/01/19,2145,2230,200 MLK    WEST,LARCENY,
-8475230.2250178,5318868.76189237,250,2018/01/19,0935,1135,900 MADISON ST,LARCENY,
-8476211.17507495,5322419.30230646,251,2018/01/26,1200,2200,1300 BUTTERNUT ST,LARCENY,
-8474587.92942239,5319968.49827563,252,2018/01/20,0200,0200,100 MATHER ST,LARCENY,
-8472735.16825978,5329331.09357306,253,2018/01/26,1110,1110,1000 COL EILEEN COLLINS BLVD,LARCENY,
,,254,2018/01/20,2030,2030,0 DESTINY USA DR,LARCENY,
-8472375.99594982,5321695.21852197,255,2018/01/26,1727,1739,300 HILLSDALE AV,LARCENY,
-8472002.79738656,5322779.99377847,256,2018/01/26,1600,1100,200 N  MIDLER AV,BURGLARY,
-8472045.23234243,5319613.74442335,257,2018/01/20,2335,2335,100 MOUNTAINVIEW AV,LARCENY,
-8476982.1945093,5315286.73871554,258,2018/01/20,1830,1900,1800 MIDLAND AV,LARCENY,
-8471975.74669769,5323214.76209439,259,2018/01/26,0115,0130,300 N  MIDLER AV,LARCENY,
-8476521.6514996,5316080.1357432,260,2018/01/20,1300,1115,100 E  BEARD AV,BURGLARY,
-8471680.19355037,5317476.62674505,261,2018/01/26,0001,2359,400 BRADFORD PKWY,LARCENY,
-8474136.40096895,5317527.64908008,262,2018/01/20,0200,1045,800 ACKERMAN AV,LARCENY,
,,263,2018/01/21,1700,1705,0 DES DR,LARCENY,
-8474136.40096895,5317527.64908008,264,2018/01/20,0200,0625,800 ACKERMAN AV,LARCENY,
-8479494.82181608,5318104.42781876,265,2018/01/26,0144,0144,700 S  GEDDES ST,LARCENY,
-8477231.08418952,5318644.53492912,266,2018/01/26,1209,1209,500 S  SALINA ST,ROBBERY,
-8476099.38816618,5318467.06109584,267,2018/01/20,0055,0055,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-8480006.33690807,5317136.8383173,268,2018/01/20,2330,2338,1400 W  ONONDAGA ST,BURGLARY,
-8475486.20491243,5318301.22527455,269,2018/01/21,2035,2036,100 MARSHALL ST,LARCENY,
-8472210.18556958,5318480.03198555,270,2018/01/27,2130,2145,100 BRADFORD ST,MV THEFT,
-8475247.28420022,5320986.61380974,271,2018/01/21,0550,0550,1000 JAMES ST,ROBBERY,
-8475939.32480079,5317411.18289593,272,2018/01/21,1406,1406,200 HENRY ST,LARCENY,
-8476833.84061713,5322737.47800322,273,2018/01/27,1632,1632,700 FIRST NORTH ST,LARCENY,
-8476708.10534019,5320961.59238251,274,2018/01/27,1237,1237,500 BUTTERNUT ST,LARCENY,
-8473563.99090596,5320352.3849596,275,2018/01/21,2225,2239,300 GREENWAY AV,LARCENY,
-8472167.10498221,5321360.62296908,276,2018/01/27,0344,0344,700 SUNNYCREST RD,LARCENY,
-8477367.94196971,5320060.05743139,277,2018/01/22,1132,1132,0 CLINTON ST,LARCENY,
-8474666.78415827,5318992.74240899,278,2018/01/28,1910,1910,100 OSTROM AV,ROBBERY,
