X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
-8477291.19680058,5319070.88526748,4195,2018/12/02,1300,1630,400 S  SALINA ST,LARCENY,
-8473991.76688763,5317676.82991304,4196,2018/09/23,0700,2200,100 REDFIELD PL,LARCENY,
-8474674.46059198,5312165.99369692,4197,2018/09/23,1601,1601,100 LAFAYETTE RD,LARCENY,
-8474703.74109991,5321620.26510623,4198,2018/09/23,2142,2142,200 BRATTLE RD,LARCENY,
-8479285.93071726,5316600.79140022,4199,2018/12/02,1119,1119,400 STOLP AV,MV THEFT,
,,4200,2018/09/23,2116,2116,200 CHINOOK DR,BURGLARY,
-8474802.89409707,5318686.46424007,4201,2018/09/23,1200,1300,1200 HARRISON ST,LARCENY,
-8471940.75226255,5318204.28502246,4202,2018/09/23,1719,1719,1500 MEADOWBROOK DR,BURGLARY,
-8475362.5866613,5313966.92653348,4203,2018/12/02,0019,0019,500 W  BRIGHTON AV,AGGRAVATED ASSAULT,
-8470479.70089869,5321555.77745118,4204,2018/09/23,1345,1345,400 BURNS AVE,MV THEFT,
-8475316.7823048,5321621.06120269,4205,2018/09/23,0921,0923,200 PARK ST,LARCENY,
,,4206,2018/09/23,2000,2035,400 CHINOOK DR,LARCENY,
-8472620.3040665,5323165.04958806,4207,2018/09/23,2300,2300,400 LILLIAN AV,LARCENY,
-8475163.99532437,5321633.20943219,4208,2018/09/23,2100,2130,300 DEWITT ST,LARCENY,
-8475362.5866613,5313966.92653348,4209,2018/12/02,2229,2229,500 W  BRIGHTON AV,BURGLARY,
-8476424.27373478,5322928.9352699,4210,2018/09/23,1300,1540,500 CRAIG ST,LARCENY,
-8474770.43018832,5317957.00111462,4211,2018/09/23,2050,0930,700 COMSTOCK AV,LARCENY,
-8475016.43867773,5319059.91775109,4212,2018/12/02,1730,0200,500 WALNUT AV,BURGLARY,
-8481263.35784497,5316727.29442345,4213,2018/09/24,2300,2303,100 AUSTIN AVE,LARCENY,
,,4214,2018/09/24,1229,1229,0 DESTINY USA DR,LARCENY,
-8476538.15065737,5316074.36403025,4215,2018/09/23,1620,1620,2000 S  SALINA ST,MV THEFT,
-8474847.78067354,5319112.36081683,4216,2018/09/24,2200,0900,100 COMSTOCK AVE,LARCENY,
-8473261.5956971,5322343.63381857,4217,2018/09/24,2000,0845,100 MILDRED AVE,LARCENY,
,,4218,2018/09/24,1937,1937,0 DESTINY USA DR,LARCENY,
-8473490.58234563,5320773.73857337,4219,2018/11/30,1500,0900,600 ROBINSON ST,BURGLARY,
-8476240.66242922,5322369.44704255,4220,2018/09/24,1255,1255,100 GRIFFITHS ST,BURGLARY,
-8475122.68668678,5314787.95845768,4221,2018/09/24,1557,1557,100 REMINGTON AV,LARCENY,
-8476006.36251169,5314446.62462894,4222,2018/09/24,1237,1237,100 W  CALTHROP AV,AGGRAVATED ASSAULT,
-8473799.75359748,5316866.97741944,4223,2018/09/24,2200,0630,200 BUCKINGHAM AV,BURGLARY,
-8471998.59416005,5322475.15228557,4224,2018/09/24,0008,0008,100 N  MIDLER AV,LARCENY,
-8475515.37265372,5317802.85873806,4225,2018/12/03,2245,2343,100 CROUSE DR,LARCENY,
-8475749.84481998,5322990.5760858,4226,2018/09/24,0621,0621,300 WADSWORTH ST,BURGLARY,
-8479660.77658013,5317441.63193216,4227,2018/09/24,1630,1017,1200 S  GEDDES ST,LARCENY,
-8473023.48665834,5318850.79128729,4228,2018/09/24,1400,2100,2400 E  GENESSE ST,BURGLARY,
-8476085.68597955,5313880.53089575,4229,2018/09/25,1530,1530,100 HALL AV,BURGLARY,
-8476683.27739278,5322448.98302637,4230,2018/09/25,2000,0730,100 CRAIG ST,BURGLARY,
-8471997.47570657,5322457.84255397,4231,2018/09/24,1200,0100,3000 JAMES ST,LARCENY,
-8480278.98922339,5317262.78185719,4232,2018/09/25,2100,0800,100 LOEHR AV,BURGLARY,
,,4233,2018/09/25,1606,1610,0 DESTINY USA DR,LARCENY,
-8475640.7561755,5320383.93590143,4234,2018/09/24,0147,0147,300 GREEN ST,AGGRAVATED ASSAULT,
-8476222.19573045,5322105.25144917,4235,2018/12/03,1430,1430,1200 BUTTERNUT ST,ROBBERY,
-8476656.81656844,5323860.78069328,4236,2018/09/25,0100,0500,100 MARTIN ST,LARCENY,
-8475602.2720948,5322538.17758131,4237,2018/09/25,0258,0258,200 WOODRUFF AV,BURGLARY,
,,4238,2018/09/24,1108,1108,0 DESTINY USA DR,LARCENY,
,,4239,2018/09/25,0300,1000,300 CHINOOK DR,BURGLARY,
-8474004.54449913,5319309.43047088,4240,2018/12/03,2241,2241,1600 E  FAYETTE ST,ROBBERY,
,,4241,2018/09/25,1523,1523,400 CHINOOK DR,BURGLARY,
-8476517.61271744,5314663.53927184,4242,2018/09/25,1259,1259,200 W  NEWELL ST,BURGLARY,
-8476631.0300064,5321087.40074851,4243,2018/09/25,1133,1133,600 BUTTERNUT ST,LARCENY,
-8472987.14002609,5322013.3695891,4244,2018/12/03,1300,1600,200 HICKOK AVE,LARCENY,
-8477302.11804335,5317736.75651426,4245,2018/09/25,2254,2254,600 ONEIDA ST,BURGLARY,
-8473598.35704429,5318897.86907283,4246,2018/09/25,2000,0800,2000 E  GENESEE ST,LARCENY,
-8476098.39902315,5319358.13905828,4247,2018/09/25,1530,2210,700 E  FAYETTE ST,LARCENY,
-8477945.19487967,5316599.7668185,4248,2018/09/25,1500,1730,800 SOUTH AV,BURGLARY,
-8475897.48854908,5320549.2755654,4249,2018/09/25,1600,1230,800 JAMES ST,LARCENY,
-8477810.08436065,5317958.33819328,4250,2018/09/26,1838,1838,100 LINCOLN AV,LARCENY,
-8476972.82786253,5320907.67625247,4251,2018/09/25,0800,1120,800 N  TOWNSEND ST,LARCENY,
,,4252,2018/09/26,1613,1613,0 DESTINY USA DR,LARCENY,
-8471214.321485,5318238.7662606,4253,2018/12/03,1350,1350,3100 E  GENESEE ST,LARCENY,
-8471644.16918422,5321407.9478946,4254,2018/09/26,2330,0630,100 CHAMPLIN DR,MV THEFT,
,,4255,2018/09/26,1653,1653,0 DESTINY USA DR,LARCENY,
-8481974.77329714,5320508.51260347,4256,2018/09/26,0936,0936,200 ESSEX ST,BURGLARY,
-8476493.20307726,5320125.19183073,4257,2018/12/03,1600,0630,500 JAMES ST,BURGLARY,
-8475939.40795348,5322115.78718123,4258,2018/09/26,0730,0730,300 HIER AVE,LARCENY,
-8473400.85566246,5322226.1296971,4259,2018/09/26,2100,0730,2100 JAMES ST,LARCENY,
-8475793.975549,5317279.99039534,4260,2018/09/26,1840,1850,300 STADIUM PL,LARCENY,
-8482195.10578851,5320389.48235159,4261,2018/09/26,0724,0724,300 ESSEX ST,MV THEFT,
,,4262,2018/09/27,0034,0034,UNKNOWN,MV THEFT,
-8477551.68869038,5316186.46394575,4263,2018/09/26,2100,0800,400 KIRK AV,LARCENY,
-8473557.96076558,5318285.44552237,4264,2018/09/27,1800,1800,100 HARVARD PL,LARCENY,
-8475858.31408668,5313467.30204364,4265,2018/09/26,1239,1239,400 CHURCHILL AV,BURGLARY,
-8476240.66242922,5322369.44704255,4266,2018/09/27,1543,1543,100 GRIFFITHS ST,BURGLARY,
-8478042.10245731,5317965.9789646,4267,2018/12/03,2347,2347,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-8476631.0300064,5321087.40074851,4268,2018/09/26,1050,1050,600 BUTTERNUT ST,LARCENY,
-8476346.1442145,5320884.30091457,4269,2018/09/27,1633,1633,100 SEWARD ST,AGGRAVATED ASSAULT,
-8473866.42340144,5315950.12502054,4270,2018/09/27,0000,0500,1400 LANCASTER AV,LARCENY,
,,4271,2018/09/27,1800,1807,0 DESTINY USA DR,LARCENY,
-8478042.10245731,5317965.9789646,4272,2018/12/03,2347,2347,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,A
-8477078.73327197,5316726.65163413,4273,2018/09/27,0300,0300,200 FURMAN ST,BURGLARY,
-8474016.83734864,5319475.94814806,4274,2018/09/27,2000,2015,1600 ERIE BLVD E,LARCENY,
-8478042.10245731,5317965.9789646,4275,2018/12/03,1400,1400,600 W  ONONDAGA ST,LARCENY,
-8472113.79256993,5322450.87226943,4276,2018/09/27,1306,1306,2900 JAMES ST,LARCENY,
-8475256.55251662,5321001.34297346,4277,2018/09/27,2200,0800,500 OAK ST,LARCENY,
,,4278,2018/09/28,1538,1538,UNKNOWN,AGGRAVATED ASSAULT,
,,4279,2018/09/28,0026,0026,UNKNOWN,ROBBERY,
-8475412.9244104,5321462.17547173,4280,2018/09/27,1306,1306,300 JASPER ST,LARCENY,
-8479975.72192129,5318352.54419654,4281,2018/12/03,1940,1940,800 S  WILBUR AV,MV THEFT,
-8480155.31037214,5316945.24450712,4282,2018/09/28,1145,1201,100 DUANE ST,AGGRAVATED ASSAULT,
-8475489.21063844,5318135.35750089,4283,2018/09/28,1430,1430,100 WAVERLY AV,LARCENY,
-8479659.39273919,5317456.14524457,4284,2018/09/28,1430,1430,300 ROWLAND ST,LARCENY,
-8477443.98284959,5319085.96546529,4285,2018/12/04,1630,1630,500 S  CLINTON ST,ROBBERY,
-8475703.22428096,5323423.23862261,4286,2018/12/04,1512,1512,500 WADSWORTH ST,AGGRAVATED ASSAULT,
-8475714.74583234,5317663.0435739,4287,2018/12/04,1919,1919,900 IRVING AV,LARCENY,
,,4288,2018/09/28,0037,0037,5800 CARMENICA DR,ROBBERY,
,,4289,2018/09/29,0208,0208,UNKNOWN,MV THEFT,
,,4290,2018/09/29,0124,0124,UNKNOWN,ROBBERY,
-8475515.37265372,5317802.85873806,4291,2018/12/05,1540,1630,100 CROUSE DR,LARCENY,
-8476222.19573045,5322105.25144917,4292,2018/12/05,0303,0303,1200 BUTTERNUT ST,BURGLARY,
-8474781.60251154,5318128.03168451,4293,2018/09/28,1830,1900,600 COMSTOCK AV,LARCENY,
-8477416.33422887,5322853.57810252,4294,2018/09/27,1830,0700,1100 FIRST NORTH ST,LARCENY,
-8476177.25382954,5312090.41896011,4295,2018/09/29,1620,1636,100 W  SENECA TPKE,AGGRAVATED ASSAULT,
-8476316.3681687,5310157.03148462,4296,2018/09/29,0828,0828,100 MAPLEWOOD AV,MV THEFT,
-8474885.19290616,5317124.36379379,4297,2018/12/06,2310,2310,300 MOUNT OLYMPUS DR,LARCENY,
-8474080.4111549,5322310.9962388,4298,2018/09/27,0757,0757,300 RUGBY RD,LARCENY,
-8478193.38559243,5320735.34545369,4299,2018/12/06,1935,1935,400 E  DIVISION ST,MV THEFT,
,,4300,2018/09/29,1852,1852,0 DESTINY USA DR,LARCENY,
-8476151.56352517,5313747.69966523,4301,2018/12/07,2100,0400,100 BELLE AV,MV THEFT,
-8474785.79625357,5318453.48398147,4302,2018/09/29,1330,1400,1300 E  ADAMS ST,LARCENY,
-8478319.05242079,5319899.73931598,4303,2018/09/29,0855,0905,300 PARK AV,LARCENY,
-8477722.33727536,5321863.78299187,4304,2018/09/29,1830,1330,1100 N  SALINA ST,LARCENY,
-8479719.56449763,5318740.58636422,4305,2018/09/29,1942,1942,200 MAGNOLIA ST,ROBBERY,
-8477296.70712344,5321478.5528853,4306,2018/12/07,0005,0005,1100 N  TOWNSEND ST,BURGLARY,
-8476328.89541681,5318090.71991532,4307,2018/12/07,1200,2000,1100 S  MCBRIDE ST,BURGLARY,A
-8477605.00502393,5319213.49973642,4308,2018/09/29,2055,2055,300 W  JEFFERSON ST,LARCENY,
-8481744.75470192,5320061.81290656,4309,2018/09/29,1527,1527,400 HERKIMER ST,BURGLARY,
-8476328.89541681,5318090.71991532,4310,2018/12/07,0425,0425,1100 S  MCBRIDE ST,LARCENY,
-8481744.75470192,5320061.81290656,4311,2018/09/29,1500,1500,400 HERKIMER ST,BURGLARY,
-8474885.19290616,5317124.36379379,4312,2018/12/07,1846,1846,300 MOUNT OLYMPUS DR,MV THEFT,
-8470791.53000265,5321977.71422619,4313,2018/12/07,1759,1759,300 RIDGEWOOD DR,LARCENY,
,,4314,2018/09/30,1200,1200,0 DESTINY USA DR,LARCENY,
-8474382.7523959,5317486.22158069,4315,2018/12/07,0200,1330,400 EUCLID AVE,LARCENY,
,,4316,2018/09/30,1630,1645,0 DESTINY USA DR,LARCENY,
,,4317,2018/09/28,1545,1645,100 SIMS DR,LARCENY,
-8477375.90929854,5320103.91226453,4318,2018/09/30,0346,0350,200 HERALD PL,BURGLARY,
-8475247.28420022,5320986.61380974,4319,2018/09/30,1830,1857,1000 JAMES ST,AGGRAVATED ASSAULT,
-8478336.15283757,5315912.79044164,4320,2018/12/07,1701,1701,800 ONONDAGA AV,BURGLARY,
,,4321,2018/09/30,1530,1545,0 DESTINY USA DR,LARCENY,
-8477237.22613014,5319146.86916903,4322,2018/09/30,1400,1100,100 W  JEFFERSON ST,LARCENY,
,,4323,2018/10/01,2119,2119,UNKNOWN,AGGRAVATED ASSAULT,
-8476631.0300064,5321087.40074851,4324,2018/09/30,0100,0100,600 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8479618.47101521,5315870.01922519,4325,2018/09/30,2300,1225,700 STINARD AVE,LARCENY,
-8477387.87781826,5312484.50500505,4326,2018/12/08,1651,1651,1500 VALLEY DR,LARCENY,
-8476399.5326421,5323491.56614409,4327,2018/09/30,1700,1700,200 ROSS PARK DR,LARCENY,
-8472854.79578435,5319656.86243195,4328,2018/10/01,1112,1112,100 CROLY ST,LARCENY,
-8475016.43867773,5319059.91775109,4329,2018/12/08,2316,2316,500 WALNUT AV,LARCENY,
-8477147.42768589,5318697.99900857,4330,2018/12/08,0000,1452,600 S  WARREN ST,LARCENY,
-8478800.02117362,5318656.87284682,4331,2018/12/08,1838,1838,700 TULLY ST,AGGRAVATED ASSAULT,
-8479306.27329357,5319305.73083737,4332,2018/09/30,2051,2051,800 ERIE BLVD W,LARCENY,
-8479628.71468929,5320342.56231967,4333,2018/10/01,1230,1050,1200 W  BELDEN AVE,LARCENY,
-8477092.32454761,5318120.87736532,4334,2018/12/08,1859,1859,700 S  SALINA ST,AGGRAVATED ASSAULT,
-8477756.95723306,5315506.08694811,4335,2018/10/01,0051,0051,1100 W  COLVIN ST,MV THEFT,
-8478270.28082727,5317412.84797084,4336,2018/10/01,1900,2040,200 RICH ST,AGGRAVATED ASSAULT,
-8477037.22132666,5323545.30928993,4337,2018/12/09,1035,1035,100 MICHAELS AV,LARCENY,
-8476135.62817754,5315636.21767224,4338,2018/10/01,1840,1840,200 MCKINLEY AV,AGGRAVATED ASSAULT,
-8478081.15270197,5322066.35565223,4339,2018/10/01,2156,2156,2400 LODI ST,MV THEFT,
-8476189.13381695,5318142.80996943,4340,2018/12/09,0330,0330,100 STEWART CT,AGGRAVATED ASSAULT,
-8482090.43431897,5320730.82319,4341,2018/10/01,1815,1815,300 CHEMUNG ST,LARCENY,
,,4342,2018/10/01,2252,2252,300 CHINOOK DR,BURGLARY,
-8472735.16825978,5329331.09357306,4343,2018/12/09,0915,0915,1000 COL EILEEN COLLINS BLVD,LARCENY,
-8478835.08678342,5318270.2949664,4344,2018/12/09,1422,1422,400 SHONNARD ST,BURGLARY,
-8477395.89270375,5319260.07580915,4345,2018/12/09,2300,1200,400 S  CLINTON ST,LARCENY,
-8476483.8858728,5322817.84578864,4346,2018/10/01,1300,1300,400 CRAIG ST,LARCENY,
-8478231.92799838,5316800.16196119,4347,2018/10/01,1230,1513,400 RICH ST,LARCENY,
,,4348,2018/10/02,2139,2139,UNKNOWN,AGGRAVATED ASSAULT,
-8476493.20307726,5320125.19183073,4349,2018/12/09,1540,1540,500 JAMES ST,BURGLARY,
-8476040.66307841,5321574.40715279,4350,2018/10/01,1502,1502,600 PARK ST,AGGRAVATED ASSAULT,
,,4351,2018/10/02,2108,2108,UNKNOWN,ROBBERY,
-8476098.39902315,5319358.13905828,4352,2018/10/01,1400,1400,700 E  FAYETTE ST,LARCENY,
-8477455.52962267,5314517.07665269,4353,2018/10/02,0000,0000,100 BERGER AV,LARCENY,
-8480196.46734735,5320015.22276717,4354,2018/10/02,1457,1457,100 DEWEY AV,AGGRAVATED ASSAULT,
-8474674.46059198,5312165.99369692,4355,2018/10/02,1201,0830,100 LAFAYETTE RD,LARCENY,
-8473902.13311928,5321299.88627853,4356,2018/10/02,1852,1852,1100 TEALL AV,BURGLARY,
-8473961.9647155,5320173.17995023,4357,2018/12/10,1350,1350,1200 BURNET AV,MV THEFT,
-8476159.73456959,5313311.87873787,4358,2018/10/01,1240,1240,4100 S  SALINA ST,LARCENY,
-8475267.4084259,5314253.29950724,4359,2018/12/10,1410,1410,1300 IVY RIDGE RD,LARCENY,
-8476411.6101715,5313859.62653012,4360,2018/10/02,1255,1255,200 HALL AV,BURGLARY,
-8477631.83445898,5315046.69395301,4361,2018/12/10,0945,0945,200 MARGUERITE AV,ROBBERY,
-8479168.02266838,5323202.40338969,4362,2018/10/02,0802,0802,2100 PARK ST,LARCENY,
-8471214.321485,5318238.7662606,4363,2018/12/10,1130,1130,3100 E  GENESEE ST,AGGRAVATED ASSAULT,
-8471858.51443641,5320115.25636691,4364,2018/10/02,1746,1746,2500 ERIE BLVD E,LARCENY,
-8476501.89502051,5322030.56203348,4365,2018/10/02,1600,2000,400 JOHN ST,BURGLARY,
-8479927.63190643,5318650.01836006,4366,2018/12/10,0233,0233,600 S  WILBUR AV,LARCENY,
-8479463.76356643,5318310.04867215,4367,2018/12/10,1420,1425,600 S  GEDDES ST,AGGRAVATED ASSAULT,
-8472142.5590299,5321021.92587227,4368,2018/12/10,0836,0836,700 CALEB AV,MV THEFT,
-8470979.88256808,5319966.14698466,4369,2018/12/10,2352,2352,300 AUDUBON PKWY,BURGLARY,
-8478353.87553535,5322768.43625227,4370,2018/10/02,1432,1432,400 LEMOYNE AV,ROBBERY,
-8476790.12232016,5314493.62586775,4371,2018/10/02,2235,2235,300 W  PLEASANT AV,AGGRAVATED ASSAULT,
,,4372,2018/10/03,1455,1455,UNKNOWN,LARCENY,
,,4373,2018/10/03,0222,0222,UNKNOWN,MV THEFT,
-8476364.2501362,5316247.01158568,4374,2018/10/02,0700,1500,1700 S  STATE ST,LARCENY,
-8478164.76097442,5315280.75100916,4375,2018/10/03,2100,0915,200 MAY AV,LARCENY,
-8474903.39138669,5315632.20428579,4376,2018/10/03,1200,1840,100 RUTH AV,LARCENY,
-8470375.96774557,5320149.98291397,4377,2018/10/03,1200,1345,200 POLK ST,LARCENY,
-8476219.1901049,5321887.20500844,4378,2018/12/11,0355,0358,1100 BUTTERNUT ST,LARCENY,
-8479699.91528018,5317314.01701094,4379,2018/10/03,0235,0235,400 ELLIOTT ST,AGGRAVATED ASSAULT,
-8476219.1901049,5321887.20500844,4380,2018/12/11,0749,0749,1100 BUTTERNUT ST,LARCENY,
-8476171.01579833,5321243.5864632,4381,2018/09/30,1904,1904,200 S  ALVORD ST,LARCENY,
-8477107.79123965,5320829.57418996,4382,2018/10/03,1015,1110,500 PROSPECT PL,BURGLARY,
-8475640.7561755,5320383.93590143,4383,2018/10/03,1246,1246,300 GREEN ST,LARCENY,
-8473087.95074943,5319641.52616735,4384,2018/10/03,0235,0235,200 WESTMORELAND AV,AGGRAVATED ASSAULT,
-8475174.2340638,5318048.22553831,4385,2018/12/11,0114,0550,200 WAVERLY AV,LARCENY,
-8474587.92942239,5319968.49827563,4386,2018/10/04,0326,0326,100 MATHER ST,BURGLARY,
-8478340.66126168,5319147.65780256,4387,2018/12/11,1829,1829,300 MARCELLUS ST,BURGLARY,
-8474195.71103152,5319818.39492213,4388,2018/10/04,0000,0000,1000 CANAL ST,MV THEFT,
-8477213.51076678,5319772.15859175,4389,2018/10/04,1001,1515,100 JAMES ST,LARCENY,
-8475261.19585656,5323023.99474046,4390,2018/10/04,1255,1055,1300 GRANT BLVD,LARCENY,
-8475301.97314947,5319282.01125634,4391,2018/12/11,1535,1535,300 UNIVERSITY PL,LARCENY,
-8476414.95008457,5321377.97656346,4392,2018/10/04,1254,1254,400 S  ALVORD ST,ROBBERY,
-8479463.76356643,5318310.04867215,4393,2018/12/11,0021,0021,600 S  GEDDES ST,MV THEFT,
-8473798.17263908,5319470.83126385,4394,2018/10/04,1350,1350,1700 ERIE BLVD E,LARCENY,
,,4395,2018/10/05,0028,0028,UNKNOWN,AGGRAVATED ASSAULT,
,,4396,2018/10/04,1232,1232,0 DESTINY USA DR,LARCENY,
-8475929.98411327,5321582.60225328,4397,2018/10/04,1549,1549,500 PARK ST,BURGLARY,
,,4398,2018/10/05,1200,2000,100 SIMS DR,LARCENY,
-8476631.0300064,5321087.40074851,4399,2018/10/04,0847,0847,600 BUTTERNUT ST,LARCENY,
-8477037.22132666,5323545.30928993,4400,2018/12/12,0205,0205,100 MICHAELS AV,LARCENY,
,,4401,2018/10/05,1030,1130,0 DESTINY USA DR,LARCENY,
-8474556.79000315,5317748.14752295,4402,2018/10/05,0100,0500,100 CLARENDON ST,LARCENY,
-8476893.06761673,5320467.80408312,4403,2018/10/05,0255,0255,300 PROSPECT AV,AGGRAVATED ASSAULT,
-8476264.43977972,5321037.70403597,4404,2018/10/05,0225,0225,200 SEWARD ST,AGGRAVATED ASSAULT,
-8476135.62817754,5315636.21767224,4405,2018/10/05,1715,1720,200 MCKINLEY AV,AGGRAVATED ASSAULT,
-8474137.3458106,5317808.17534884,4406,2018/10/05,2330,2350,600 ACKERMAN AVE,LARCENY,
-8476040.66307841,5321574.40715279,4407,2018/10/05,0800,1600,600 PARK ST,LARCENY,
-8477419.24784634,5316757.39238479,4408,2018/10/05,1600,1615,400 CORTLAND AV,BURGLARY,
,,4409,2018/10/06,1437,1437,0 UNKNOWN,AGGRAVATED ASSAULT,
,,4410,2018/10/06,2230,1130,0 PRESIDENTIAL PLZ,LARCENY,
-8478800.98196031,5319393.21533265,4411,2018/10/05,1915,0912,700 ERIE BLVD W,LARCENY,
-8477210.04485393,5321030.15313361,4412,2018/12/12,1045,1045,600 N  SALINA ST,LARCENY,
-8476833.84061713,5322737.47800322,4413,2018/12/12,1017,1017,700 FIRST NORTH ST,LARCENY,
-8476833.84061713,5322737.47800322,4414,2018/12/12,2121,2121,700 FIRST NORTH ST,LARCENY,
,,4415,2018/10/06,1200,1415,0 DESTINY USA DR,LARCENY,
-8477004.8419712,5322625.77548028,4416,2018/10/06,0852,0852,100 DELONG AV,AGGRAVATED ASSAULT,
-8478541.53725379,5318251.10354516,4417,2018/12/12,1415,1423,700 OSWEGO ST,LARCENY,
,,4418,2018/10/06,1822,1822,0 DESTINY USA DR,LARCENY,
-8476388.5069862,5321375.70701309,4419,2018/12/12,1618,1618,800 BUTTERNUT ST,LARCENY,
-8475885.91940889,5322982.78668624,4420,2018/10/06,0911,1700,1800 GRANT BLVD,LARCENY,
-8476893.06761673,5320467.80408312,4421,2018/10/06,0914,0914,300 PROSPECT AV,MV THEFT,
-8477235.85702176,5319378.90082449,4422,2018/10/05,1059,1059,300 S  SALINA ST,LARCENY,
-8480414.54343723,5316910.54534039,4423,2018/12/13,0900,1300,100 RIDER AV,LARCENY,
-8472404.67183854,5322431.95884563,4424,2018/10/06,0200,0630,100 HILLSDALE AVE,LARCENY,
-8478151.30684933,5322800.56594882,4425,2018/12/13,1744,1744,1100 CARBON ST,LARCENY,
-8472620.56661635,5319673.05142835,4426,2018/10/07,2247,2247,100 FENWAY DR,LARCENY,
-8477064.24499039,5312246.70862556,4427,2018/10/06,1325,1325,300 W  SENECA TPKE,LARCENY,
-8471838.30396304,5322468.67043017,4428,2018/10/06,1355,1355,3100 JAMES ST,ROBBERY,
-8473513.09048656,5322174.94658388,4429,2018/10/07,0500,0500,100 PECK AV,MV THEFT,
-8472735.16825978,5329331.09357306,4430,2018/12/13,1016,1016,1000 COL EILEEN COLLINS BLVD,MV THEFT,
-8482059.66737366,5319911.10920627,4431,2018/10/07,0938,0938,100 HAYDEN AV,MV THEFT,
-8473389.39290795,5318851.53859329,4432,2018/12/13,1449,1449,2100 E  GENESEE ST,LARCENY,
-8476646.72317414,5322909.84215202,4433,2018/10/07,2337,2337,1000 POND ST,LARCENY,
-8476644.71925759,5321102.70983856,4434,2018/10/07,1307,1307,1400 LODI ST,ROBBERY,
-8474800.44445685,5321285.55834295,4435,2018/10/07,2200,1500,1200 JAMES ST,LARCENY,
-8472943.93103686,5323091.00574401,4436,2018/10/07,0850,0850,400 NORTH AVE,LARCENY,
-8477226.07494073,5314088.87377207,4437,2018/12/13,0321,0320,500 W  OSTRANDER AV,BURGLARY,
-8476388.5069862,5321375.70701309,4438,2018/12/13,0141,0141,800 BUTTERNUT ST,MV THEFT,
-8474847.78067354,5319112.36081683,4439,2018/10/08,0000,0700,100 COMSTOCK AV,BURGLARY,
-8477337.75268521,5312297.39916432,4440,2018/10/07,1328,1328,400 W  SENECA TPKE,LARCENY,
-8479913.87455513,5319931.4245647,4441,2018/10/07,1434,1434,900 PARK AV,LARCENY,
-8477528.64128159,5321606.08336485,4442,2018/12/13,1140,1140,900 N  SALINA ST,BURGLARY,
-8479407.65855655,5320914.97131751,4443,2018/12/14,0212,0212,100 GIMINSKI DR,AGGRAVATED ASSAULT,
-8478392.06783644,5323148.47896607,4444,2018/10/08,1836,1836,1600 SPRING ST,LARCENY,
-8472898.47400357,5319247.73712722,4445,2018/12/14,2351,2351,2100 E  FAYETTE ST,AGGRAVATED ASSAULT,
-8476738.66248573,5319966.14696556,4446,2018/12/14,0740,0751,400 JAMES ST,AGGRAVATED ASSAULT,
-8477722.33727536,5321863.78299187,4447,2018/10/08,2346,2346,1100 N  SALINA ST,BURGLARY,
-8476183.82030579,5313183.15112332,4448,2018/10/07,2107,2107,4200 S  SALINA ST,LARCENY,
,,4449,2018/10/09,0313,0313,UNKNOWN,MV THEFT,
-8476453.79171471,5320965.09427329,4450,2018/10/08,1030,1030,700 E  LAUREL ST,BURGLARY,
-8477158.04479261,5317896.61408373,4451,2018/10/08,2347,2347,1000 S  CLINTON ST,LARCENY,
-8480271.94873978,5317124.37588048,4452,2018/10/08,0630,1622,1600 W  ONONDAGA ST,BURGLARY,
-8470392.25285909,5322314.8543262,4453,2018/10/09,1600,1600,100 BOSTON ST,BURGLARY,
-8477382.04996428,5318739.12723116,4454,2018/10/09,1234,1234,100 DICKERSON ST,AGGRAVATED ASSAULT,
,,4455,2018/10/09,1145,1345,0 DESTINY USA DR,MV THEFT,
-8475085.31585678,5319958.86072631,4456,2018/10/09,1030,1030,100 OAK ST,AGGRAVATED ASSAULT,
-8473993.77310594,5322852.61459102,4457,2018/10/06,1500,1900,100 FORDHAM RD,MV THEFT,
-8476445.60481249,5314359.4647484,4458,2018/10/09,1706,1706,1100 CANNON ST,MV THEFT,
-8470377.0875701,5320167.34100243,4459,2018/10/09,1217,1217,400 SMITH ST,MV THEFT,
-8478632.67534642,5318844.5910301,4460,2018/10/09,1618,1620,300 OSWEGO ST,LARCENY,
-8473545.68557762,5315200.1735758,4461,2018/12/15,2200,1035,100 LAMBRETH LN,LARCENY,
-8475292.81748931,5320107.23035462,4462,2018/10/09,0800,0800,400 LODI ST,LARCENY,
-8474802.89409707,5318686.46424007,4463,2018/10/09,1334,1334,1200 HARRISON ST,BURGLARY,
,,4464,2018/10/10,2135,2135,UNKNOWN,MURDER,
,,4465,2018/10/10,2223,2223,UNKNOWN,AGGRAVATED ASSAULT,
-8474995.7414157,5318129.9192342,4466,2018/10/08,0932,0932,300 WAVERLY AV,LARCENY,
-8474278.64222149,5317518.03219053,4467,2018/10/09,2340,0840,800 SUMNER AVE,LARCENY,
-8474674.46059198,5312165.99369692,4468,2018/10/10,0917,0917,100 LAFAYETTE RD,LARCENY,
-8477351.81025532,5312347.50930165,4469,2018/12/15,1200,1126,400 SENECA DR,BURGLARY,
