DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2021/04/10 00:00:00+00,0438,0438,100 SHOECRAFT RD     ,LARCENY,,From Motor Vehicle,1143
2021/10/26 00:00:00+00,0745,2100,100 SHONNARD ST     ,MV THEFT,,Motor Vehicle,1144
2021/08/30 00:00:00+00,1800,2200,100 SHOTWELL PARK   ,LARCENY,,All Other,1145
2021/06/15 00:00:00+00,1133,1149,100 SIMON DR     ,LARCENY,,Shoplifting,1146
2021/08/03 00:00:00+00,1054,1100,100 SIMON DR     ,LARCENY,,Shoplifting,1147
2021/06/17 00:00:00+00,1556,1607,100 SIMON DR     ,LARCENY,,Shoplifting,1148
2021/10/16 00:00:00+00,0900,0900,100 SIMON DR     ,LARCENY,Yes,Shoplifting,1149
2021/08/09 00:00:00+00,0957,0957,100 SIMON DR     ,LARCENY,Yes,All Other,1150
2021/03/16 00:00:00+00,1912,2031,100 SIMON DR     ,LARCENY,,Shoplifting,1151
2021/11/03 00:00:00+00,1614,1614,100 SIMON DR     ,LARCENY,Yes,Shoplifting,1152
2021/09/24 00:00:00+00,1247,1247,100 SIMON DR     ,LARCENY,,Shoplifting,1153
2021/07/17 00:00:00+00,1945,1955,100 SIMON DR     ,LARCENY,Yes,All Other,1154
2021/03/26 00:00:00+00,1212,1212,100 SIMON DR     ,LARCENY,Yes,Shoplifting,1155
2021/11/05 00:00:00+00,1600,1700,100 SIMS DR     ,LARCENY,,All Other,1156
2021/10/19 00:00:00+00,1100,1115,100 SIMS DR     ,LARCENY,,From Building,1157
2021/02/23 00:00:00+00,1420,1502,100 SIMS DR     ,LARCENY,,All Other,1158
2021/10/03 00:00:00+00,1530,1550,100 SIXTH NORTH ST     ,ROBBERY,,All Other,1159
2021/12/10 00:00:00+00,0841,0841,100 SLAYTON AV   ,AGGRAVATED ASSAULT,,N/A,1160
2021/12/10 00:00:00+00,0840,0840,100 SLAYTON AV   ,AGGRAVATED ASSAULT,Yes,,1161
2021/10/13 00:00:00+00,0014,0030,100 SMALL RD     ,LARCENY,,All Other,1162
2021/03/04 00:00:00+00,1200,1545,100 SMALL RD     ,BURGLARY,,N/A,1163
2021/09/22 00:00:00+00,0346,0346,100 SMALL RD     ,BURGLARY,,From Building,1164
2021/06/30 00:00:00+00,0630,0645,100 SMILEY DR     ,LARCENY,,From Motor Vehicle,1165
2021/11/17 00:00:00+00,0830,1830,100 SMITH DR     ,LARCENY,,Motor Vehicle,1166
2021/07/11 00:00:00+00,1930,1930,100 SMITH LN     ,LARCENY,,From Motor Vehicle,1167
2021/01/18 00:00:00+00,1200,1200,100 SMITH LN     ,LARCENY,,All Other,1168
2021/08/03 00:00:00+00,0100,0100,100 SMITH LN     ,LARCENY,,All Other,1169
2021/12/12 00:00:00+00,1900,2100,100 SMITH LN     ,BURGLARY,,All Other,1170
2021/05/07 00:00:00+00,1359,1359,100 SMITH LN     ,AGGRAVATED ASSAULT,,N/A,1171
2021/02/25 00:00:00+00,0000,0800,100 SMITH LN     ,LARCENY,,From Motor Vehicle,1172
2021/06/10 00:00:00+00,2230,2316,100 SMITH LN     ,AGGRAVATED ASSAULT,Yes,N/A,1173
2021/02/26 00:00:00+00,0037,0037,100 SMITH LN     ,LARCENY,Yes,All Other,1174
2021/06/06 00:00:00+00,2030,2030,100 SMITH LN     ,AGGRAVATED ASSAULT,,N/A,1175
2021/02/19 00:00:00+00,0700,1210,100 SMITH LN     ,LARCENY,Yes,All Other,1176
2021/04/25 00:00:00+00,0133,0310,100 SMITH LN     ,LARCENY,,All Other,1177
2021/03/10 00:00:00+00,0400,0000,100 SMITH LN     ,BURGLARY,,From Building,1178
2021/04/28 00:00:00+00,0530,0545,100 SMITH LN     ,AGGRAVATED ASSAULT,Yes,N/A,1179
2021/11/23 00:00:00+00,1040,1040,100 SMITH LN     ,AGGRAVATED ASSAULT,,N/A,1180
2021/08/21 00:00:00+00,0300,0800,100 SMITH LN     ,LARCENY,,All Other,1181
2021/06/30 00:00:00+00,0248,0248,100 SMITH LN     ,MV THEFT,Yes,Motor Vehicle,1182
2021/08/16 00:00:00+00,1200,1720,100 SMITH LN     ,BURGLARY,,All Other,1183
2021/04/12 00:00:00+00,0700,1000,100 SMITH LN     ,BURGLARY,,All Other,1184
2021/03/11 00:00:00+00,1033,1033,100 SMITH LN     ,AGGRAVATED ASSAULT,Yes,N/A,1185
2021/09/23 00:00:00+00,0121,0121,100 SMITH LN     ,AGGRAVATED ASSAULT,Yes,N/A,1186
2021/05/05 00:00:00+00,1230,1500,100 SMITH LN     ,LARCENY,,All Other,1187
2021/05/29 00:00:00+00,2210,2345,100 SMITH LN     ,BURGLARY,,From Building,1188
2021/05/09 00:00:00+00,0915,0919,100 SMITH LN     ,LARCENY,Yes,All Other,1189
2021/06/08 00:00:00+00,2000,0800,100 SOLAR ST     ,LARCENY,,From Motor Vehicle,1190
2021/02/11 00:00:00+00,1221,1223,100 SOUTH AV     ,LARCENY,,From Building,1191
2021/04/08 00:00:00+00,1900,0800,100 SPRING ST     ,LARCENY,,From Motor Vehicle,1192
2021/06/06 00:00:00+00,0005,0005,100 SPRING ST     ,LARCENY,,From Motor Vehicle,1193
2021/06/06 00:00:00+00,1705,1705,100 SPRING ST     ,AGGRAVATED ASSAULT,,,1194
2021/12/10 00:00:00+00,2000,2300,100 SPRING ST     ,LARCENY,,From Motor Vehicle,1195
2021/03/08 00:00:00+00,1359,1359,100 SPRING ST     ,LARCENY,,All Other,1196
2021/07/27 00:00:00+00,2230,0900,100 SPRING ST     ,LARCENY,,From Motor Vehicle,1197
2021/01/21 00:00:00+00,1000,1000,100 ST ANNE DR   ,LARCENY,,From Mailbox,1198
2021/10/26 00:00:00+00,0930,0930,100 ST LOUIS        ,LARCENY,,From Motor Vehicle,1199
2021/11/19 00:00:00+00,2200,1006,100 ST LOUIS AV   ,MV THEFT,,Motor Vehicle,1200
2021/06/22 00:00:00+00,0644,1656,100 STADIUM PL     ,LARCENY,,All Other,1201
2021/05/09 00:00:00+00,2000,1030,100 STADIUM PL     ,LARCENY,,From Motor Vehicle,1202
2021/07/18 00:00:00+00,1600,0239,100 STAFFORD AV     ,BURGLARY,,N/A,1203
2021/12/12 00:00:00+00,1449,1449,100 STANDART ST     ,LARCENY,,N/A,1204
2021/10/11 00:00:00+00,0304,0311,100 STANDART ST     ,LARCENY,,From Motor Vehicle,1205
2021/09/04 00:00:00+00,2200,2225,100 STEUBEN ST     ,AGGRAVATED ASSAULT,Yes,N/A,1206
2021/10/08 00:00:00+00,2300,2308,100 STEUBEN ST     ,AGGRAVATED ASSAULT,,N/A,1207
2021/06/24 00:00:00+00,1751,1751,100 STEUBEN ST     ,AGGRAVATED ASSAULT,Yes,N/A,1208
2021/11/24 00:00:00+00,0810,0810,100 STEUBEN ST     ,BURGLARY,Yes,,1209
2021/03/11 00:00:00+00,0315,0315,100 STEWART CT     ,AGGRAVATED ASSAULT,,All Other,1210
2021/10/17 00:00:00+00,0900,1800,100 STEWART CT     ,LARCENY,,From Building,1211
2021/08/28 00:00:00+00,0600,0800,100 STEWART CT     ,LARCENY,,All Other,1212
2021/06/16 00:00:00+00,1351,1351,100 STRAND PL     ,LARCENY,,All Other,1213
2021/02/11 00:00:00+00,1836,1836,100 STRAND PL     ,BURGLARY,Yes,N/A,1214
2021/11/01 00:00:00+00,1500,1300,100 STRAND PL     ,MV THEFT,,Motor Vehicle,1215
2021/03/27 00:00:00+00,1200,1200,100 SUNRISE DR     ,MV THEFT,,Motor Vehicle,1216
2021/03/06 00:00:00+00,0309,0309,100 SUNRISE DR     ,LARCENY,,From Motor Vehicle,1217
2021/10/22 00:00:00+00,1920,1920,100 SUNSTRUCK DR     ,BURGLARY,,From Building,1218
2021/06/13 00:00:00+00,0000,1030,100 SUNSTRUCK DR     ,LARCENY,,Of Bicycle,1219
2021/02/21 00:00:00+00,0316,0316,100 SWANSEA DR     ,BURGLARY,,From Building,1220
2021/10/22 00:00:00+00,1050,1112,100 SWANSEA DR     ,LARCENY,,Shoplifting,1221
2021/03/03 00:00:00+00,1700,1815,100 SWEETING ST     ,BURGLARY,Yes,From Building,1222
2021/08/18 00:00:00+00,1521,1530,100 TEJAH AV     ,MV THEFT,,Motor Vehicle,1223
2021/11/20 00:00:00+00,1012,1010,100 TEMPLE PL     ,LARCENY,,All Other,1224
2021/06/26 00:00:00+00,1747,1747,100 TEMPLE PL     ,LARCENY,,All Other,1225
2021/11/29 00:00:00+00,0730,0735,100 THURBER ST     ,MV THEFT,,Motor Vehicle,1226
2021/04/29 00:00:00+00,0645,1522,100 THURBER ST     ,BURGLARY,Yes,N/A,1227
2021/04/03 00:00:00+00,1837,1838,100 THURBER ST     ,AGGRAVATED ASSAULT,Yes,N/A,1228
2021/09/14 00:00:00+00,1825,1825,100 THURGOOD TER    ,LARCENY,,Motor Vehicle,1229
2021/06/11 00:00:00+00,1810,1814,100 TITUS AL     ,AGGRAVATED ASSAULT,Yes,N/A,1230
2021/02/04 00:00:00+00,2126,2030,100 TOWER S   ,AGGRAVATED ASSAULT,Yes,N/A,1231
2021/08/02 00:00:00+00,0115,0118,100 TOWERS LN     ,AGGRAVATED ASSAULT,,N/A,1232
2021/05/29 00:00:00+00,0323,0323,100 TRINITY PL     ,LARCENY,,From Motor Vehicle,1233
2021/06/16 00:00:00+00,0600,0600,100 TYLER CT     ,LARCENY,,From Motor Vehicle,1234
2021/04/12 00:00:00+00,1643,1648,100 TYLER CT     ,LARCENY,Yes,All Other,1235
2021/09/13 00:00:00+00,0030,0117,100 TYLER CT     ,AGGRAVATED ASSAULT,,N/A,1236
2021/02/11 00:00:00+00,1912,0900,100 TYLER CT     ,LARCENY,,All Other,1237
2021/05/17 00:00:00+00,0200,0200,100 VALLEY DR     ,BURGLARY,,N/A,1238
2021/12/02 00:00:00+00,0315,0315,100 VALLEY DR     ,BURGLARY,,N/A,1239
2021/02/02 00:00:00+00,0606,0606,100 VANN ST     ,AGGRAVATED ASSAULT,,,1240
2021/10/11 00:00:00+00,2100,0800,100 VICTORIA PL     ,LARCENY,,From Motor Vehicle,1241
2021/09/05 00:00:00+00,0730,0757,100 VILLAGE DR     ,LARCENY,,From Motor Vehicle,1242
2021/09/15 00:00:00+00,2130,2127,100 VILLAGE DR     ,BURGLARY,Yes,All Other,1243
2021/01/26 00:00:00+00,1710,1143,100 VINCENT ST     ,LARCENY,,From Motor Vehicle,1244
2021/03/20 00:00:00+00,2328,1036,100 W  BEARD AV     ,LARCENY,,All Other,1245
2021/03/06 00:00:00+00,0158,0158,100 W  BISSELL ST     ,AGGRAVATED ASSAULT,Yes,N/A,1246
2021/07/04 00:00:00+00,2332,2332,100 W  BORDEN AV     ,AGGRAVATED ASSAULT,,N/A,1247
2021/04/03 00:00:00+00,0115,0115,100 W  BORDEN AV     ,AGGRAVATED ASSAULT,,N/A,1248
2021/12/01 00:00:00+00,0210,0800,100 W  BORDEN AVE    ,LARCENY,,From Motor Vehicle,1249
2021/07/08 00:00:00+00,2205,2205,100 W  BRIGHTON AV     ,LARCENY,Yes,All Other,1250
2021/06/16 00:00:00+00,2240,2246,100 W  CALTHROP AV     ,AGGRAVATED ASSAULT,Yes,N/A,1251
2021/09/12 00:00:00+00,0643,0643,100 W  CALTHROP AV     ,LARCENY,,From Motor Vehicle,1252
2021/07/23 00:00:00+00,0130,0730,100 W  CHELTENHAM RD     ,MV THEFT,,Motor Vehicle,1253
2021/03/21 00:00:00+00,2300,2245,100 W  CORNING AV     ,AGGRAVATED ASSAULT,Yes,N/A,1254
2021/02/28 00:00:00+00,0357,0357,100 W  CORNING AV     ,AGGRAVATED ASSAULT,Yes,N/A,1255
2021/04/25 00:00:00+00,0317,0317,100 W  CORNING AV     ,BURGLARY,,N/A,1256
2021/01/05 00:00:00+00,1516,1516,100 W  CORNING AV     ,AGGRAVATED ASSAULT,Yes,N/A,1257
2021/12/12 00:00:00+00,2330,0845,100 W  DIVISION ST     ,BURGLARY,,From Building,1258
2021/06/30 00:00:00+00,1500,1600,100 W  DIVISION ST     ,LARCENY,,From Motor Vehicle,1259
2021/06/27 00:00:00+00,0600,1707,100 W  DIVISION ST     ,LARCENY,,From Building,1260
2021/06/04 00:00:00+00,1800,1700,100 W  DIVISION ST     ,LARCENY,,From Building,1261
2021/08/06 00:00:00+00,0145,0145,100 W  FAYETTE ST     ,LARCENY,,From Motor Vehicle,1262
2021/09/09 00:00:00+00,0125,0125,100 W  FAYETTE ST     ,LARCENY,,From Building,1263
2021/09/26 00:00:00+00,0625,0625,100 W  FAYETTE ST     ,MV THEFT,,Motor Vehicle,1264
2021/07/29 00:00:00+00,0330,0330,100 W  FAYETTE ST     ,MV THEFT,,Motor Vehicle,1265
2021/08/21 00:00:00+00,0000,0300,100 W  FAYETTE ST     ,LARCENY,,All Other,1266
2021/07/16 00:00:00+00,0100,0100,100 W  FAYETTE ST     ,ROBBERY,,Pocket Picking,1267
2021/09/08 00:00:00+00,0500,0500,100 W  FLORENCE AV     ,BURGLARY,,From Building,1268
2021/07/06 00:00:00+00,0400,0400,100 W  GLEN AV     ,BURGLARY,,From Building,1269
2021/12/06 00:00:00+00,0800,0120,100 W  JEFFERSON ST     ,LARCENY,,From Building,1270
2021/09/04 00:00:00+00,1700,1815,100 W  JEFFERSON ST     ,LARCENY,,From Motor Vehicle,1271
2021/08/28 00:00:00+00,0543,0543,100 W  KENNEDY ST     ,AGGRAVATED ASSAULT,,N/A,1272
2021/05/12 00:00:00+00,0000,1130,100 W  KENNEDY ST     ,MV THEFT,,Motor Vehicle,1273
2021/10/03 00:00:00+00,0200,1100,100 W  LAFAYETTE AV     ,MV THEFT,,Motor Vehicle,1274
2021/10/07 00:00:00+00,1200,1433,100 W  LAFAYETTE AV     ,LARCENY,,Of MV Parts/Accessories,1275
2021/03/22 00:00:00+00,0435,0435,100 W  LAFAYETTE AV     ,AGGRAVATED ASSAULT,Yes,N/A,1276
2021/11/30 00:00:00+00,1130,1133,100 W  LYNHURST AV   ,AGGRAVATED ASSAULT,Yes,N/A,1277
2021/01/23 00:00:00+00,1728,1728,100 W  LYNHURST AV     ,ROBBERY,,All Other,1278
2021/05/02 00:00:00+00,2300,1000,100 W  LYNHURST AVE   ,LARCENY,,From Motor Vehicle,1279
2021/05/01 00:00:00+00,2300,0230,100 W  MATSON AV     ,BURGLARY,,All Other,1280
2021/04/27 00:00:00+00,1211,1211,100 W  MATSON AV     ,BURGLARY,,N/A,1281
2021/01/01 00:00:00+00,1046,1046,100 W  MATSON AV     ,MV THEFT,,Motor Vehicle,1282
2021/03/01 00:00:00+00,0000,0000,100 W  MATSON AV     ,LARCENY,,All Other,1283
2021/12/04 00:00:00+00,1730,2024,100 W  MATSON AV   ,BURGLARY,,From Building,1284
2021/08/13 00:00:00+00,1430,1430,100 W  NEWELL ST     ,LARCENY,Yes,All Other,1285
2021/05/02 00:00:00+00,1919,1908,100 W  NEWELL ST     ,AGGRAVATED ASSAULT,Yes,N/A,1286
2021/11/13 00:00:00+00,0218,0218,100 W  NEWELL ST     ,BURGLARY,,From Building,1287
2021/07/02 00:00:00+00,1645,1700,100 W  NEWELL ST     ,LARCENY,,Motor Vehicle,1288
2021/09/26 00:00:00+00,1200,1300,100 W  NEWELL ST     ,BURGLARY,,N/A,1289
2021/11/01 00:00:00+00,2145,2230,100 W  NEWELL ST     ,LARCENY,,From Motor Vehicle,1290
2021/08/11 00:00:00+00,1640,1640,100 W  NEWELL ST     ,MV THEFT,,Motor Vehicle,1291
2021/01/13 00:00:00+00,1235,1246,100 W  OSTRANDER AV     ,AGGRAVATED ASSAULT,Yes,N/A,1292
2021/04/05 00:00:00+00,2030,2030,100 W  OSTRANDER AV     ,LARCENY,,All Other,1293
2021/08/01 00:00:00+00,1120,1121,100 W  OSTRANDER AV     ,AGGRAVATED ASSAULT,Yes,N/A,1294
2021/04/14 00:00:00+00,1349,1753,100 W  OSTRANDER AVE    ,LARCENY,,All Other,1295
2021/12/06 00:00:00+00,1840,1840,100 W  PLEASANT AV   ,MV THEFT,,Motor Vehicle,1296
2021/09/29 00:00:00+00,1900,0745,100 W  PLEASANT AV     ,MV THEFT,,Motor Vehicle,1297
2021/11/04 00:00:00+00,1700,1700,100 W  PLEASANT AV   ,MV THEFT,Yes,Motor Vehicle,1298
2021/06/23 00:00:00+00,1418,1418,100 W  PLEASANT AV     ,AGGRAVATED ASSAULT,,N/A,1299
2021/06/10 00:00:00+00,1300,1300,100 W  PLEASANT AV     ,LARCENY,,All Other,1300
2021/04/12 00:00:00+00,1221,1221,100 W  SENECA TPKE   ,LARCENY,,From Building,1301
2021/09/01 00:00:00+00,0315,0326,100 W  SENECA TPKE   ,MV THEFT,,Motor Vehicle,1302
2021/10/15 00:00:00+00,2030,2311,100 W  SENECA TPKE   ,LARCENY,,From Building,1303
2021/03/19 00:00:00+00,2000,1842,100 W  SENECA TPKE   ,LARCENY,Yes,All Other,1304
2021/06/05 00:00:00+00,2330,0330,100 W  WASHINGTON ST     ,MV THEFT,,From Motor Vehicle,1305
2021/08/14 00:00:00+00,1500,1500,100 W  WATER ST     ,LARCENY,,All Other,1306
2021/10/17 00:00:00+00,2153,2153,100 W CALTHROP AV   ,AGGRAVATED ASSAULT,Yes,N/A,1307
2021/11/17 00:00:00+00,1235,1235,100 WADSWORTH ST     ,MV THEFT,,Motor Vehicle,1308
2021/08/31 00:00:00+00,1900,2230,100 WADSWORTH ST     ,LARCENY,,Of Bicycle,1309
2021/04/15 00:00:00+00,1700,1700,100 WADSWORTH ST     ,BURGLARY,,From Building,1310
2021/11/02 00:00:00+00,1237,1238,100 WAINWRIGHT AV   ,LARCENY,Yes,All Other,1311
2021/09/06 00:00:00+00,2345,1345,100 WAITE AVE    ,LARCENY,,,1312
2021/12/21 00:00:00+00,1745,1745,100 WALL ST     ,BURGLARY,,From Building,1313
2021/05/24 00:00:00+00,0938,0938,100 WALNUT PL     ,LARCENY,,All Other,1314
2021/03/20 00:00:00+00,1449,1449,100 WALRATH RD     ,AGGRAVATED ASSAULT,,N/A,1315
2021/12/04 00:00:00+00,1915,1915,100 WALTER DR     ,LARCENY,,All Other,1316
2021/09/04 00:00:00+00,0328,0328,100 WALTON ST     ,BURGLARY,Yes,From Building,1317
2021/09/27 00:00:00+00,0924,0924,100 WALTON ST     ,BURGLARY,,From Building,1318
2021/08/17 00:00:00+00,0000,0200,100 WALTON ST     ,MV THEFT,,Motor Vehicle,1319
2021/10/13 00:00:00+00,0240,0240,100 WALTON ST     ,BURGLARY,,N/A,1320
2021/08/21 00:00:00+00,0300,0300,100 WALTON ST     ,ROBBERY,Yes,All Other,1321
2021/03/19 00:00:00+00,1545,2340,100 WALTON ST     ,MV THEFT,,Motor Vehicle,1322
2021/07/28 00:00:00+00,2015,2015,100 WALTON ST     ,AGGRAVATED ASSAULT,Yes,N/A,1323
2021/11/09 00:00:00+00,2300,0600,100 WARNER AV   ,LARCENY,,From Motor Vehicle,1324
2021/11/09 00:00:00+00,2300,0600,100 WARNER AV   ,LARCENY,,From Motor Vehicle,1325
2021/05/08 00:00:00+00,2306,2306,100 WASHINGTON SQ     ,AGGRAVATED ASSAULT,Yes,N/A,1326
2021/05/25 00:00:00+00,1841,1841,100 WASHINGTON SQ     ,AGGRAVATED ASSAULT,Yes,N/A,1327
2021/05/07 00:00:00+00,1414,1414,100 WATSON ST     ,ROBBERY,Yes,Motor Vehicle,1328
2021/03/29 00:00:00+00,0815,1800,100 WAVERLY AV     ,LARCENY,,From Motor Vehicle,1329
2021/09/27 00:00:00+00,0800,0800,100 WAYNE ST     ,BURGLARY,,All Other,1330
2021/05/05 00:00:00+00,1729,1655,100 WEISER CT     ,AGGRAVATED ASSAULT,Yes,N/A,1331
2021/03/16 00:00:00+00,1720,1721,100 WEISER CT     ,LARCENY,Yes,All Other,1332
2021/08/06 00:00:00+00,1900,0700,100 WENDELL TER    ,LARCENY,,From Motor Vehicle,1333
2021/01/28 00:00:00+00,2142,2142,100 WENTE TER    ,BURGLARY,,All Other,1334
2021/02/27 00:00:00+00,2138,2138,100 WEST END DR     ,AGGRAVATED ASSAULT,,,1335
2021/12/05 00:00:00+00,0042,0042,100 WESTCOTT ST     ,LARCENY,,,1336
2021/09/24 00:00:00+00,1115,1415,100 WHITE ST     ,BURGLARY,,From Building,1337
2021/08/02 00:00:00+00,0000,1251,100 WHITTIER AV     ,LARCENY,,All Other,1338
2021/07/07 00:00:00+00,0350,0350,100 WHITWELL DR     ,AGGRAVATED ASSAULT,Yes,N/A,1339
2021/02/07 00:00:00+00,1530,1530,100 WILKINSON ST     ,LARCENY,,From Motor Vehicle,1340
2021/08/08 00:00:00+00,0240,0527,100 WILLIAMS ST     ,LARCENY,,From Motor Vehicle,1341
2021/10/02 00:00:00+00,0324,0324,100 WILLIS AV     ,LARCENY,,From Motor Vehicle,1342
2021/08/20 00:00:00+00,1214,1214,100 WILLISTON AV     ,BURGLARY,Yes,,1343
2021/05/20 00:00:00+00,0037,0037,100 WILLISTON AV     ,AGGRAVATED ASSAULT,Yes,N/A,1344
2021/08/06 00:00:00+00,0159,0200,100 WILLISTON AV     ,BURGLARY,Yes,N/A,1345
2021/02/18 00:00:00+00,0008,0008,100 WILLISTON AV     ,MV THEFT,Yes,Motor Vehicle,1346
2021/07/23 00:00:00+00,0237,0237,100 WILMORE PL     ,ROBBERY,,All Other,1347
2021/09/08 00:00:00+00,0000,1115,100 WILMORE PL     ,LARCENY,,All Other,1348
2021/07/07 00:00:00+00,0030,0600,100 WILMORE PL     ,LARCENY,,From Motor Vehicle,1349
2021/01/18 00:00:00+00,0000,2359,100 WILSON ST     ,LARCENY,,All Other,1350
2021/10/16 00:00:00+00,1513,1513,100 WIMAN AV     ,AGGRAVATED ASSAULT,,N/A,1351
2021/01/17 00:00:00+00,0003,0003,100 WIMAN AV     ,LARCENY,,From Motor Vehicle,1352
2021/05/31 00:00:00+00,2235,2239,100 WIMAN AV     ,BURGLARY,Yes,N/A,1353
2021/01/29 00:00:00+00,1500,1500,100 WINDAM DR     ,LARCENY,,All Other,1354
2021/08/28 00:00:00+00,0300,0849,100 WINDING RIDGE RD     ,BURGLARY,,N/A,1355
2021/07/27 00:00:00+00,2000,0645,100 WINDSOR PL     ,LARCENY,,From Motor Vehicle,1356
2021/11/01 00:00:00+00,1830,0102,100 WOLCOTT AV   ,LARCENY,,All Other,1357
2021/10/22 00:00:00+00,2050,2050,100 WOOD        ,LARCENY,,,1358
2021/12/24 00:00:00+00,0930,1000,100 WOOD AV   ,BURGLARY,,All Other,1359
2021/10/07 00:00:00+00,0000,0630,100 WOOD AVE    ,LARCENY,,From Motor Vehicle,1360
2021/09/14 00:00:00+00,1305,1305,100 WOODBINE AV     ,AGGRAVATED ASSAULT,Yes,N/A,1361
2021/05/10 00:00:00+00,0200,0200,100 WOODBINE AV     ,AGGRAVATED ASSAULT,Yes,N/A,1362
2021/12/21 00:00:00+00,0630,1715,100 WOODBINE AVE    ,LARCENY,,From Motor Vehicle,1363
2021/12/30 00:00:00+00,1600,1200,100 XAVIER CIR    ,BURGLARY,,From Building,1364
2021/05/05 00:00:00+00,1700,1700,100 XAVIER CIR    ,LARCENY,,From Building,1365
2021/05/30 00:00:00+00,2230,1330,1000 ACKERMAN AVE    ,LARCENY,,From Motor Vehicle,1366
2021/11/11 00:00:00+00,1330,1330,1000 BELLEVUE AV   ,AGGRAVATED ASSAULT,,N/A,1367
2021/02/14 00:00:00+00,2345,2345,1000 BELLEVUE AV     ,ROBBERY,Yes,Motor Vehicle,1368
2021/10/14 00:00:00+00,1900,0900,1000 BELLEVUE AV     ,LARCENY,,From Motor Vehicle,1369
2021/04/07 00:00:00+00,0330,0330,1000 BUTTERNUT ST     ,BURGLARY,,From Building,1370
2021/07/27 00:00:00+00,0140,0615,1000 BUTTERNUT ST     ,BURGLARY,,N/A,1371
2021/02/23 00:00:00+00,2143,2143,1000 BUTTERNUT ST     ,AGGRAVATED ASSAULT,,N/A,1372
2021/01/25 00:00:00+00,0443,0443,1000 BUTTERNUT ST     ,BURGLARY,,From Building,1373
2021/07/14 00:00:00+00,1000,1000,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1374
2021/09/30 00:00:00+00,2050,2053,1000 CANAL ST     ,MV THEFT,Yes,Motor Vehicle,1375
2021/09/28 00:00:00+00,2130,2130,1000 CANAL ST     ,MV THEFT,Yes,Of MV Parts/Accessories,1376
2021/03/28 00:00:00+00,0330,0345,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1377
2021/08/08 00:00:00+00,1600,1600,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1378
2021/01/11 00:00:00+00,1825,1825,1000 CANAL ST     ,MV THEFT,Yes,Motor Vehicle,1379
2021/10/06 00:00:00+00,0100,0853,1000 CANAL ST     ,MV THEFT,Yes,Motor Vehicle,1380
2021/09/26 00:00:00+00,0030,1212,1000 CANAL ST     ,MV THEFT,,All Other,1381
2021/10/04 00:00:00+00,2238,2238,1000 CANAL ST     ,MV THEFT,Yes,Of MV Parts/Accessories,1382
2021/10/13 00:00:00+00,0200,0850,1000 CANAL ST     ,MV THEFT,,All Other,1383
2021/10/05 00:00:00+00,0300,0300,1000 CANAL ST     ,MV THEFT,Yes,Motor Vehicle,1384
2021/07/20 00:00:00+00,0225,0228,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1385
2021/08/02 00:00:00+00,0500,0500,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1386
2021/08/20 00:00:00+00,2357,2357,1000 CANAL ST     ,MV THEFT,Yes,Motor Vehicle,1387
2021/12/18 00:00:00+00,1423,1423,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1388
2021/08/24 00:00:00+00,1330,1330,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1389
2021/11/01 00:00:00+00,0315,1103,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1390
2021/01/11 00:00:00+00,1825,1825,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1391
2021/05/17 00:00:00+00,0330,0330,1000 CANAL ST     ,MV THEFT,Yes,,1392
2021/03/25 00:00:00+00,2306,0904,1000 CANAL ST     ,MV THEFT,,All Other,1393
2021/10/09 00:00:00+00,2325,2325,1000 CANAL ST     ,MV THEFT,,Motor Vehicle,1394
2021/04/26 00:00:00+00,1156,1156,1000 CANNON ST     ,LARCENY,Yes,,1395
2021/04/25 00:00:00+00,1517,1517,1000 CARBON ST     ,BURGLARY,Yes,All Other,1396
2021/12/22 00:00:00+00,1800,1600,1000 CARBON ST     ,BURGLARY,,From Building,1397
2021/02/18 00:00:00+00,1936,2233,1000 CARBON ST     ,MV THEFT,Yes,Motor Vehicle,1398
2021/05/02 00:00:00+00,1200,2100,1000 COL EILEEN COLINS BLVD   ,MV THEFT,,Motor Vehicle,1399
2021/05/09 00:00:00+00,2003,2003,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1400
2021/11/10 00:00:00+00,1446,1300,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1401
2021/09/20 00:00:00+00,1204,0930,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1402
2021/03/14 00:00:00+00,1147,1147,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,All Other,1403
2021/04/16 00:00:00+00,2310,0110,1000 COL EILEEN COLLINS BLVD   ,LARCENY,,All Other,1404
2021/09/01 00:00:00+00,1100,1115,1000 COL EILEEN COLLINS BLVD   ,LARCENY,,All Other,1405
2021/05/04 00:00:00+00,2000,2000,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,,Motor Vehicle,1406
